MacroPlot Name,Date,Index,IsVerified,QTR,SubFrac,TagNo,Status,DBH,Ht,CrwnRto,CrwnCl,LiCrBHt,CrFuBHt,CrwnRad,Age,GrwthRt,Mort,DecayCl,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,MacroPlotSize,SnagPlotSize,BrkPntDia,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
DENA-HQ-TX-21,6/21/2021 5:39:23 PM,-2147483643,True,,1,6,L,6,5.5,,,1.7,0,0.79,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-21,6/21/2021 5:39:23 PM,-2147483642,True,,1,7,L,9.5,7.3,,,2,0.25,1.13,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,NW,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-21,6/21/2021 5:39:23 PM,-2147483641,True,,1,8,L,2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-21,6/21/2021 5:39:23 PM,-2147483640,True,,1,9,L,0.9,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-21,6/21/2021 5:39:23 PM,-2147483639,True,,1,10,L,2.6,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,,,,,,,,,,POBA2,,
DENA-HQ-TX-21,6/21/2021 5:39:23 PM,-2147483638,True,,1,11,L,5.6,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW,,,,,,,,,,,,POBA2,,
DENA-HZF-C-09,7/24/2009 5:40:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,J Mitchell; M Llanes; C Campanelli; H Bradshaw; B McCreary,J OConnor,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-HZF-C-09,7/24/2009 5:40:11 PM,-2147483648,True,,1,1,L,8,6,,,1,0,0.45,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-09,7/24/2009 5:40:11 PM,-2147483647,True,,1,2,L,9.6,6.7,,,1.5,0.02,0.43,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-09,7/24/2009 5:40:11 PM,-2147483646,True,,1,3,L,4.1,2.4,,,1.43,0,0.47,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-09,7/24/2009 5:40:11 PM,-2147483645,True,,1,4,L,2.5,2.6,,,1.19,0.12,0.28,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-09,7/24/2009 5:40:11 PM,-2147483644,True,,1,5,L,21.9,15.5,,,1.07,0,0.78,,,,,1.15,,,,,,,,,,,,LEAN,,,,,,,,,,,,leaning 30 degrees; mostly dead,,,,,,,,,,,PIGL,,
DENA-HZF-C-09,8/12/2021 3:36:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,R. Nessle; J. O'Connor; J. Barnes,J. Hrobak,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-HZF-C-09,8/12/2021 3:36:50 PM,-2147483648,True,,1,1,L,7.1,6.2,,,1.7,0.06,0.55,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,NW @ 1.57 m from plot center,,,,,,,,,,,,PIGL,,
DENA-HZF-C-09,8/12/2021 3:36:50 PM,-2147483647,True,,1,2,L,6.3,4,,,1.8,0.22,0.55,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,NE @ 1.18 m from plot center,,,,,,,,,,,,PIGL,,
DENA-HZF-C-09,8/12/2021 3:36:50 PM,-2147483646,True,,1,3,L,2.3,2.3,,,0.8,0.04,0.4,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,SE @ 4.11 m from plot center.,,,,,,,,,,,,PIGL,,
DENA-HZF-C-09,8/12/2021 3:36:50 PM,-2147483645,True,,1,4,L,2.4,3,,,1.36,0.3,0.2,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,SW @ 2.82 m from plot center.,,,,,,,,,,,,PIGL,,
DENA-HZF-C-09,8/12/2021 3:36:50 PM,-2147483644,True,,1,5,L,12.6,7.4,,,1.1,0,0.78,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,SE @ 7.98 m from plot center.,,,,,,,,,,,,PIGL,,
DENA-TLS-28,8/30/2022 5:56:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,M. Behrens; T. Schaub; K. Gates,M. Behrens,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-TLS-28,8/30/2022 5:56:37 PM,-2147483648,True,,4,1,L,3.2,3,,,1.15,1.15,0.4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3.85NW,,,,,,,,,,,,PIGL,,
DENA-TLS-28,8/30/2022 5:56:37 PM,-2147483647,True,,4,2,L,3.9,2.5,,,0.47,0.47,0.5,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2.37NW,,,,,,,,,,,,PIGL,,
DENA-TLS-28,8/30/2022 5:56:37 PM,-2147483646,True,,1,3,L,6.7,4.5,,,1.4,1.4,0.55,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1.94NE,,,,,,,,,,,,PIGL,,
DENA-TLS-28,8/30/2022 5:56:37 PM,-2147483645,True,,2,4,L,8.3,6.4,,,2,2,0.55,,,,,0,,,,,,,,,,,,,,,,,,,,,,,4.89SE,,,,,,,,,,,,PIGL,,
DENA-TLS-28,8/30/2022 5:56:37 PM,-2147483644,True,,3,5,L,13.8,10.3,,,3.2,3.2,0.3,,,,,0,,,,,,,,,,,,,,,,,,,,,,,7.65SW,,,,,,,,,,,,PIGL,,
DENA-TLS-28,8/30/2022 5:56:37 PM,-2147483643,True,,3,6,L,10.3,8.4,,,2.5,2.5,0.5,,,,,0,,,,,,,,,,,,,,,,,,,,,,,7.19SW,,,,,,,,,,,,PIGL,,
DENA-TLS-28,8/30/2022 5:56:37 PM,-2147483642,True,,2,7,L,6.6,4.5,,,0,0,0.4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1.32SE,,,,,,,,,,,,PIMA,,
DENA-TLS-28,8/30/2022 5:56:37 PM,-2147483641,True,,2,8,L,5.6,5.3,,,0.27,0.8,0.6,,,,,0,,,,,,,,,,,,,,,,,,,,,,,7.21SE,,,,,,,,,,,,PIMA,,
DENA-TLS-28,8/30/2022 5:56:37 PM,-2147483640,True,,1,9,L,10.5,5.7,,,0,0,0.9,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3.14NE,,,,,,,,,,,,PIMA,,
DENA-TLS-28,8/30/2022 5:56:37 PM,-2147483639,True,,1,10,L,11.9,6.8,,,0,0,0.9,,,,,0,,,,,,,,,,,,,,,,,,,,,,,7.89NE,,,,,,,,,,,,PIMA,,
DENA-TLS-24,6/23/2022 6:49:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,J. Barnes; T. Schaub; M. Behrens,T. Schaub,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-TLS-24,6/23/2022 6:49:20 PM,-2147483648,True,,1,1,L,2.1,1.4,,,0.1,0,0.42,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2.07NW,Bent top,,,,,,,,,,,PIMA,,
DENA-TLS-24,6/23/2022 6:49:20 PM,-2147483647,True,,1,2,L,4,3.7,,,0.9,0,0.38,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,2.64NW,,,,,,,,,,,,PIMA,,
DENA-TLS-24,6/23/2022 6:49:20 PM,-2147483646,True,,1,3,L,1.9,1.9,,,0.4,0,0.2,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,6.42NW,,,,,,,,,,,,PIGL,,
DENA-TLS-24,6/23/2022 6:49:20 PM,-2147483645,True,,1,4,L,3.1,2.7,,,1.3,0,0.47,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,4.74NW,,,,,,,,,,,,PIGL,,
DENA-TLS-24,6/23/2022 6:49:20 PM,-2147483644,True,,1,5,L,7.9,6.7,,,0.83,0,0.72,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,4.20NE,,,,,,,,,,,,PIMA,,
DENA-TLS-24,6/23/2022 6:49:20 PM,-2147483643,True,,1,6,L,6.2,4,,,1.69,0.25,0.42,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,1.91NE,,,,,,,,,,,,PIGL,,
DENA-TLS-24,6/23/2022 6:49:20 PM,-2147483642,True,,1,7,L,9.1,5.9,,,1.6,0,0.63,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,4.19SE,,,,,,,,,,,,PIMA,,
DENA-TLS-24,6/23/2022 6:49:20 PM,-2147483641,True,,1,8,L,8.5,5.2,,,2,0,0.7,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7.44SW,,,,,,,,,,,,PIGL,,
DENA-TLS-24,6/23/2022 6:49:20 PM,-2147483640,True,,1,9,L,14.4,6.5,,,1.6,0,0.96,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,5.87SW,,,,,,,,,,,,PIMA,,
DENA-TLS-24,6/23/2022 6:49:20 PM,-2147483639,True,,1,10,L,11.4,5.9,,,0.04,0,0.95,,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,5.37SW,,,,,,,,,,,,PIMA,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,J Mitchell; C Campanelli; R Wilson; M Llanes,J OConnor,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483648,True,,1,1,L,19.2,10.9,,,4.7,3,4,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR5,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483647,True,,1,2,L,19.4,8,,,6,3,3.2,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR5,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483646,True,,1,3,L,27.3,16.4,,,2.5,1.5,2.5,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483645,True,,1,4,L,43,18.6,,,2.5,1.7,2,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483644,True,,1,5,L,5.2,7,,,0.75,0.1,1,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483643,True,,1,6,L,7.2,8.4,,,1.3,0.39,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483642,True,,1,7,L,9.1,14.7,,,6,1.3,1.7,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR5,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483641,True,,1,8,L,8.8,13.1,,,3,2.5,2.2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR5,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483640,True,,1,9,L,13.7,14.5,,,1.2,1,2.5,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR5,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483639,True,,1,10,L,11.4,10.3,,,7.5,2.3,2.4,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR5,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483638,True,,1,11,L,10.7,8.7,,,1.5,0.1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483637,True,,1,12,L,15.5,15.8,,,1.6,0.28,1,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,J Barnes; J OConnor,J OConnor,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483648,True,,1,1,L,1.37,2.6,,,0.5,0.14,0.45,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,NE @ 5.35 m along transect tape,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483647,True,,1,2,L,2.9,3.4,,,0.5,0,0.47,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NE @ 5.34 m along transect tape,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483646,True,,1,3,L,0.1,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE @ 6.77 m along transect tape,,,,,,,,,,,,POTR5,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483645,True,,1,4,L,0.9,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE @ 7.93 m along transect tape,,,,,,,,,,,,POTR5,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483644,True,,1,5,L,7.8,6.1,,,2,0.4,0.48,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,SE @ 3.38 m along transect tape,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483643,True,,1,6,L,6.5,6.1,,,0.5,0.4,0.9,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,SE @ 1.84 m along transect tape,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483642,True,,1,7,L,6.9,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE @ 5.9 m along transect tape,,,,,,,,,,,,POTR5,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483641,True,,1,8,L,9.9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE @ 5.1 m along transect tape,,,,,,,,,,,,POTR5,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483640,True,,1,9,L,10.3,9.5,,,1.76,0.09,0.47,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,SE @ 6.19 m along transect tape,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483639,True,,1,10,L,12.3,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE @ 4.99 m along transect tape,,,,,,,,,,,,POTR5,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483638,True,,1,11,L,13.2,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW @ 3.04 m along transect tape,,,,,,,,,,,,POTR5,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483637,True,,1,12,L,28,12.3,,,1.9,1,1.9,,,,,1,,,,,,,,,,,,,,,,,,,,,,,NW @ 3.66 m along transect tape,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483636,True,,1,13,L,45,17.3,,,0.93,1.4,1.8,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,NE @ 5.67 m along transect tape,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483635,True,,1,14,L,21.6,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW @ 3.94 m along transect tape,,,,,,,,,,,,POTR5,,
DENA-TLS-37,7/12/2022 2:25:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,M Behrens T Schaub,M Behrens,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-TLS-37,7/12/2022 2:25:04 PM,-2147483648,True,,1,1,L,34.3,16.4,,,1.31,4,1.56,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,6.39,No Quad Recorded,,,,,,,,,,,PIGL,,
DENA-TLS-37,7/12/2022 2:25:04 PM,-2147483647,True,,1,2,L,33.8,17.5,,,5.4,5.4,1.25,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3.03,No Quad Recorded,,,,,,,,,,,PIGL,,
DENA-TLS-37,7/12/2022 2:25:04 PM,-2147483646,True,,1,3,L,20.2,13.8,,,4.7,4.7,0.51,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,7.07,No Quad Recorded,,,,,,,,,,,PIGL,,
DENA-TLS-37,7/12/2022 2:25:04 PM,-2147483645,True,,1,4,L,15.8,14.4,,,0,4,0.98,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,3.44,No Quad Recorded,,,,,,,,,,,PIGL,,
DENA-TLS-37,7/12/2022 2:25:04 PM,-2147483644,True,,1,5,L,13.6,11.6,,,1.31,4.3,0.98,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,4.27,No Quad Recorded,,,,,,,,,,,PIGL,,
DENA-TLS-37,7/12/2022 2:25:04 PM,-2147483643,True,,1,6,L,12.6,10.5,,,2.8,4.5,0.6,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,3.69,No Quad Recorded,,,,,,,,,,,PIGL,,
DENA-TLS-37,7/12/2022 2:25:04 PM,-2147483642,True,,1,7,L,6.5,5.7,,,1.25,1,0.75,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,6.42,No Quad Recorded,,,,,,,,,,,PIGL,,
DENA-TLS-37,7/12/2022 2:25:04 PM,-2147483641,True,,1,8,L,8.4,6.5,,,1.6,1.6,1.1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,7.71,Part of a 3-stemed tree; No Quad Recorded,,,,,,,,,,,PIGL,,
DENA-TLS-33,8/2/2022 5:11:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,M behrens T schaub R brand N tilges,M Behrens,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-TLS-33,8/2/2022 5:11:49 PM,-2147483648,True,,4,1,L,3.2,2.1,,,0.43,0.43,0.53,,,,,0,,,,,,,,,,,,,,,,,,,,,,,5.79NW,,,,,,,,,,,,PIGL,,
DENA-TLS-33,8/2/2022 5:11:49 PM,-2147483647,True,,4,2,L,3,3,,,0.94,0.94,0.24,,,,,0,,,,,,,,,,,,,,,,,,,,,,,4.17W,,,,,,,,,,,,PIGL,,
DENA-TLS-33,8/2/2022 5:11:49 PM,-2147483646,True,,4,3,L,6.7,4.6,,,0.54,1.39,0.42,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,6.62NW,,,,,,,,,,,,PIGL,,
DENA-TLS-33,8/2/2022 5:11:49 PM,-2147483645,True,,1,4,L,6.3,4.6,,,0.59,1.72,0.65,,,,,0,,,,,,,,,,,,,,,,,,,,,,,6.92NE,,,,,,,,,,,,PIGL,,
DENA-TLS-33,8/2/2022 5:11:49 PM,-2147483644,True,,1,5,L,2.3,1.87,,,0,0,0.5,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3.98E,,,,,,,,,,,,PIGL,,
DENA-TLS-33,8/2/2022 5:11:49 PM,-2147483643,True,,2,6,L,2.4,2.1,,,0.22,0.22,0.43,,,,,0,,,,,,,,,,,,,,,,,,,,,,,5.27SE,,,,,,,,,,,,PIMA,,
DENA-TLS-33,8/2/2022 5:11:49 PM,-2147483642,True,,2,7,L,7.3,4.7,,,1.47,1.47,0.55,,,,,0,,,,,,,,,,,,,,,,,,,,,,,4.32E,,,,,,,,,,,,PIMA,,
DENA-TLS-33,8/2/2022 5:11:49 PM,-2147483641,True,,1,8,L,8.1,4.3,,,1.56,1.56,0.5,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,1.37NE,,,,,,,,,,,,PIMA,,
DENA-TLS-33,8/2/2022 5:11:49 PM,-2147483640,True,,2,9,L,11.9,6.8,,,3.6,3.6,0.67,,,,,0,,,,,,,,,,,,,,,,,,,,,,,6.32SE,,,,,,,,,,,,PIMA,,
DENA-TLS-33,8/2/2022 5:11:49 PM,-2147483639,True,,3,10,L,10,5.4,,,0.41,0.41,0.93,,,,,0,,,,,,,,,,,,,,,,,,,,,,,4.23SW,,,,,,,,,,,,PIMA,,
A185-86-143,7/13/2005 3:33:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,0,,,,,,,,True,
A185-86-143,7/13/2005 3:33:36 PM,1001,True,,1,100,X,,,,X,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,UNKN_100,,
A185-86-143,7/18/2006 2:12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,0,,,,,,,,True,
A185-86-143,7/18/2006 2:12:00 PM,-2147483648,True,,1,100,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No live trees,,,,,,,,,,,,,UNKN_100,,
A185-86-143,7/26/2011 1:49:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,0,,,,,,,,True,
A185-86-143,7/26/2011 1:49:22 PM,-2147483648,True,,1,100,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-25,8/30/2022 12:44:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,M. Behrens; K. Gates,T. Schaub,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483648,True,,1,1,L,4.4,4.5,,,1.09,1.02,0.55,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,0.80NE,,,,,,,,,,,,PIGL,,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483647,True,,1,2,L,4.8,5,,,1.32,1.14,0.66,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,3.15NE,,,,,,,,,,,,PIGL,,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483646,True,,1,3,L,8.6,6.3,,,0.9,0.8,0.81,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,5.31NE,,,,,,,,,,,,PIGL,,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483645,True,,1,4,L,9.8,9.2,,,2.1,0,1.33,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,4.82SW,,,,,,,,,,,,PIGL,,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483644,True,,1,5,L,14.5,12,,,1,0.53,1.08,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,5.79SW,,,,,,,,,,,,PIGL,,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483643,True,,1,6,L,11.4,11.1,,,1.4,0.9,0.62,,,,,7,,,,,,,,,,,,,,,,,,,,,,,6.19SW,,,,,,,,,,,,PIGL,,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483642,True,,1,7,L,22.3,14.5,,,1.5,0.3,1.5,,,,,6,,,,,,,,,,,,,,,,,,,,,,,2.64SE,,,,,,,,,,,,PIGL,,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483641,True,,1,8,L,20.7,14.6,,,0.95,0.4,1.29,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1.56NW,,,,,,,,,,,,PIGL,,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483640,True,,1,9,L,23.5,16.6,,,2.8,0.7,1.4,,,,,8,,,,,,,,,,,,,,,,,,,,,,,7.55NE,,,,,,,,,,,,PIGL,,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483639,True,,1,10,L,3.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95NE,,,,,,,,,,,,BEPA,,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483638,True,,1,11,L,9.6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69NE,,,,,,,,,,,,BEPA,,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483637,True,,1,12,L,11.9,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69NE,,,,,,,,,,,,BEPA,,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483636,True,,1,13,L,17.3,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52SW,,,,,,,,,,,,BEPA,,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483635,True,,1,14,L,16.7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.74NW,Southern Fork,,,,,,,,,,,BEPA,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.005,0,J Barnes; K Gates; J O'Connor,J O'Connor,Tree location in relation to transect (meters value),Additional comments on tree damage,,,,True,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483648,True,,1,1,L,1.3,1.98,,,0.12,0,0.33,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,SW,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483647,True,,1,2,L,0.9,1.72,,,0.58,0,0.76,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,SW,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483646,False,,1,3,L,6.2,5.7,,,1.84,0,0.96,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483645,True,,1,4,L,8.4,5.8,,,2.1,0,1.05,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483644,True,,1,5,L,17.3,8.4,,,1.82,0.24,2.08,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,SE,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483643,True,,1,6,L,18.7,8.2,,,0.84,0.24,1.34,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,SE,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483642,True,,1,7,L,24.6,12.3,,,9,0.14,1.1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,NW,,,,,,,,,,,,PIGL,,
