Macroplot,SampleEventDate,SampleEventTeam,SampleEventComment,MonStatusOrd,MonStatus,LegacyMonStatus,Purpose,LocatedBy,Type,Latitude,Longitude,UTM_X,UTM_Y,UTM_Zone,Datum,PDOP,Precision,DateIn,FutureVisit,DateOut,Elevation,ElevationUnits,Azimuth,Aspect,SlopeHill,SlopeTransect,StartPoint,Directions,Comments,MetaData,UV1,UV2,UV3,UV4,UV5,UV6,UV7,UV8
"DENA-HZF-Z3-19RL",8/16/2003 9:43:41 AM,"","",0,"PreTreatmentYear1","PreTreatmentYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-19RL",7/24/2005 3:28:49 PM,"","",1,"PostTreatmentYear1","PostTreatmentYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-19RL",7/25/2009 10:22:19 AM,"Jennifer Mitchell, Heather Bradshaw, Ryan Wilson, Max Llanes, Chrissy Campanelli, Brian McCreary","Plot start 0m end on pavement and first 1m on roadside gravel.  ",2,"PostTreatmentYear5","PostTreatmentYear5","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-19RL",8/11/2021 7:22:12 PM,"Jennifer Barnes, McKinley Neuser, Will Gautsch","Plot is along the edge of circular driveway near the bus depot.  0m end was 10cm from pavement.",3,"PostTreatmentYear18","PostTreatmentYear18","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-22",,"","",,"","","Hazard Fuels (HZF)   ","Trimble GeoXH 2005","Thinning Z3",63.72147,-148.96188,,,"","NAD83",,1,6/13/2003 4:50:24 PM,,,636,"meters",180,63,7,,"Lat/Long are 2014 coordinates. Coordinates listed above are for plot center at 8-m mark along 16-m transect ","Declination: 22 E (2021)","Plot Layout:    *Plot is based on 16m diameter circular area (8-m center point marked with GPS).    Vegetation Cover:    *FFI Cover-Species Composition (Metric) (General Vegetation Information) recorded for 8-m radius (16 m diameter) circular area with center point at 8 meters on transect line.  *FFI Cover-Points (Metric) (Vegetation Point Intercept) data recorded along 16m line transect at 0.5 m intervals.      Tree Density:    *FFI Density-Belts (Metric) (Tree Density Tally) data recorded for trees within a: 1) 4-m radius plot where tree density greater than 15 trees within 4-m radius area (plot center @ 8-m on line transect); or 2) 8-m radius plot where tree density less than than 15 trees in 4-m radius area.  2021 - Trees recorded by quadrant (NE, SE, SW, NW) and entered by subbelt (NE=1, SE=2, SW=3, NW=4).    Seedling Density:  *FFI Density-Quadrats (Metric) (Tree Density Tally) seedling tally recorded within 1-m radius circle (2-m radius circular plot area) located at 4-m, 8-m and 12-m marks on the transect line.         Tree Measurements:  *FFI Trees- Individuals (Metric) (Tree Measurements) tree measurements recorded for two trees of each species present and each size class per species present.  Trees selected were closest to plot center point (8-m on line transect).       Surface Fuels:  *FFI Surface Fuels (Down Woody Debris & Duff Depths) data recorded along 16m line transect. 1 & 10 hour fuels intercepted within first 6 feet of transect, 100 hour fuels within first 12 feet of transect, 1000hr fuels along entire transect (52.9 feet).      Alaska Duff/Litter Depths:   *FFI Surface Fuels – Alaska Duff/Litter (Metric) (Down Woody Debris & Duff Depths) data collected at near 0-m transect end (outside of plot) and near 16-m transect end (outside of plot).     Disturbance History:  *FFI Disturbance History (Site Description) record known or estimated disturbance history events and event timing.  ","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)    UNIT: SAMPLING EVENT  Mode: Project management  Specific Location: Properties Tab  Datasheet Location:  General Site Information Datasheet  UV1 	Viereck Vegetation Class - Current Year   UV2 	“Fire Evidence”, “Old Fire Evidence”, or “No Fire Evidence”  UV3 	 Soil Moisture: “Wet”, “Moist”, or “Dry”    UNIT: COVER – SPECIES COMPOSITION (METRIC)  Mode: Data Entry and Edit  Datasheet Location: General Vegetation Information  For Tree Species Only:  UV1  	Height to Live Crown (cm)	  UV2  	Height to ladder fuel (cm)  UV3  	Average DBH (cm)  Comment: general notes, damage codes, descriptors    UNIT: COVER – POINTS (METRIC)  Mode: Data Entry and Edit  Datasheet Location:  Vegetation Point Intercept Datasheet  UV1	Status (e.g., charred, scorched, etc.) or Tree Damage Code  UV2	Seedling or Sapling   UV3	Rotten or Solid (for 1000HR fuels)    UNIT: DENSITY- BELTS (METRIC)  Mode: Data Entry and Edit  Datasheet Location:  Tree Density Tally Datasheet   UV1	 Damage Codes (e.g., “SPB” for spruce bark beetle)   UV2	 Plot Area (square meters)  UV3	 Individual Stem Counts (Shrubs Only)  For shrubs (Transect 2) – Moose Browse Architecture Data:  UV1	“# unbrowsed”   UV2	 “# browsed”   UV3	 “# broomed”    UNIT: DENSITY – QUADRATS (METRIC)  Mode: Data Entry and Edit  Datasheet Location: Tree Density Tally Datasheet  UV1    Quadrat Radius (if Circular Plot) (m)    UNIT: TREES – INDIVIDUALS (METRIC)  Mode: Data Entry and Edit  Datasheet Location: Tree Measurements Datasheet  UV1	Tree location in relation to transect, meters value  UV2	Additional comments on tree damage    UNIT:  SURFACE FUELS – ALASKA DUFF/LITTER (METRIC)  Mode: Data Entry and Edit  Datasheet Location:  Down Woody Debris & Duff Thickness Datasheet   UV1	Surface layer burn severity  UV2	Surface layer code at point where duff plug is taken  UV3	Sample Location    UNIT: SURFACE FUELS  Mode: Data Entry and Edit  Datasheet Location:  Down Woody Debris & Duff Thickness Datasheet  For Coarse Woody Debris (1000-hr fuels):  UV1	Decay Status: Sound or Rotten  UV2	Species Code (if known)  UV3	Damage Codes    UNIT:	DISTURBANCE HISTORY  Mode: Data Entry and Edit  Datasheet Location: General Site Information Datasheet  UV1	CBI value (total plot CBI value)  UV2	Fire Name if known  UV3	% of plot affected by change agent  Comments: If exact disturbance date is not known or event is ongoing then explain in comments field  ","DENA","1A2E Open White Spruce Forest","2004","DENA HQ Thinning 2004","Plot Marked: Yes","Marker Type: Wooden Lathe","",""
"DENA-HZF-Z3-22",6/13/2003 5:50:37 PM,"","",0,"PreTreatmentYear1","PreTreatmentYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-22",6/14/2005 3:33:24 PM,"","",1,"PostTreatmentYear1","PostTreatmentYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-22",7/22/2009 4:51:28 PM,"Jennifer Mitchell, Ryan Wilson, Max Llanes, Chrissy Campanelli","",2,"PostTreatmentYear5","PostTreatmentYear5","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-22",8/12/2021 5:29:08 PM,"Jennifer Barnes, Jessica O'Connor, Ryan Nessle","",3,"PostTreatmentYear18","PostTreatmentYear18","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-26",,"","",,"","","Hazard Fuels (HZF)   ","Garmin V","Thinning Z3",63.72,-148.96399,,,"","NAD83",,4,7/6/2003 5:01:30 PM,,,636,"meters",180,160,2,,"2009 Metal monument marker not located - flagged a new spot.  Coordinates are original shapefile Lat/Long center point of plot.    Near panabodes","Declination:  22 E (2021)","Plot Layout:    *Plot is based on 16m diameter circular area (8-m center point marked with GPS).    Vegetation Cover:    *FFI Cover-Species Composition (Metric) (General Vegetation Information) recorded for 8-m radius (16 m diameter) circular area with center point at 8 meters on transect line.  *FFI Cover-Points (Metric) (Vegetation Point Intercept) data recorded along 16m line transect at 0.5 m intervals.      Tree Density:    *FFI Density-Belts (Metric) (Tree Density Tally) data recorded for trees within a: 1) 4-m radius plot where tree density greater than 15 trees within 4-m radius area (plot center @ 8-m on line transect); or 2) 8-m radius plot where tree density less than than 15 trees in 4-m radius area.  2021 - Trees recorded by quadrant (NE, SE, SW, NW) and entered by subbelt (NE=1, SE=2, SW=3, NW=4).    Seedling Density:  *FFI Density-Quadrats (Metric) (Tree Density Tally) seedling tally recorded within 1-m radius circle (2-m radius circular plot area) located at 4-m, 8-m and 12-m marks on the transect line.         Tree Measurements:  *FFI Trees- Individuals (Metric) (Tree Measurements) tree measurements recorded for two trees of each species present and each size class per species present.  Trees selected were closest to plot center point (8-m on line transect).       Surface Fuels:  *FFI Surface Fuels (Down Woody Debris & Duff Depths) data recorded along 16m line transect. 1 & 10 hour fuels intercepted within first 6 feet of transect, 100 hour fuels within first 12 feet of transect, 1000hr fuels along entire transect (52.9 feet).      Alaska Duff/Litter Depths:   *FFI Surface Fuels – Alaska Duff/Litter (Metric) (Down Woody Debris & Duff Depths) data collected at near 0-m transect end (outside of plot) and near 16-m transect end (outside of plot).     Disturbance History:  *FFI Disturbance History (Site Description) record known or estimated disturbance history events and event timing.  ","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)    UNIT: SAMPLING EVENT  Mode: Project management  Specific Location: Properties Tab  Datasheet Location:  General Site Information Datasheet  UV1 	Viereck Vegetation Class - Current Year   UV2 	“Fire Evidence”, “Old Fire Evidence”, or “No Fire Evidence”  UV3 	 Soil Moisture: “Wet”, “Moist”, or “Dry”    UNIT: COVER – SPECIES COMPOSITION (METRIC)  Mode: Data Entry and Edit  Datasheet Location: General Vegetation Information  For Tree Species Only:  UV1  	Height to Live Crown (cm)	  UV2  	Height to ladder fuel (cm)  UV3  	Average DBH (cm)  Comment: general notes, damage codes, descriptors    UNIT: COVER – POINTS (METRIC)  Mode: Data Entry and Edit  Datasheet Location:  Vegetation Point Intercept Datasheet  UV1	Status (e.g., charred, scorched, etc.) or Tree Damage Code  UV2	Seedling or Sapling   UV3	Rotten or Solid (for 1000HR fuels)    UNIT: DENSITY- BELTS (METRIC)  Mode: Data Entry and Edit  Datasheet Location:  Tree Density Tally Datasheet   UV1	 Damage Codes (e.g., “SPB” for spruce bark beetle)   UV2	 Plot Area (square meters)  UV3	 Individual Stem Counts (Shrubs Only)  For shrubs (Transect 2) – Moose Browse Architecture Data:  UV1	“# unbrowsed”   UV2	 “# browsed”   UV3	 “# broomed”    UNIT: DENSITY – QUADRATS (METRIC)  Mode: Data Entry and Edit  Datasheet Location: Tree Density Tally Datasheet  UV1    Quadrat Radius (if Circular Plot) (m)    UNIT: TREES – INDIVIDUALS (METRIC)  Mode: Data Entry and Edit  Datasheet Location: Tree Measurements Datasheet  UV1	Tree location in relation to transect, meters value  UV2	Additional comments on tree damage    UNIT:  SURFACE FUELS – ALASKA DUFF/LITTER (METRIC)  Mode: Data Entry and Edit  Datasheet Location:  Down Woody Debris & Duff Thickness Datasheet   UV1	Surface layer burn severity  UV2	Surface layer code at point where duff plug is taken  UV3	Sample Location    UNIT: SURFACE FUELS  Mode: Data Entry and Edit  Datasheet Location:  Down Woody Debris & Duff Thickness Datasheet  For Coarse Woody Debris (1000-hr fuels):  UV1	Decay Status: Sound or Rotten  UV2	Species Code (if known)  UV3	Damage Codes    UNIT:	DISTURBANCE HISTORY  Mode: Data Entry and Edit  Datasheet Location: General Site Information Datasheet  UV1	CBI value (total plot CBI value)  UV2	Fire Name if known  UV3	% of plot affected by change agent  Comments: If exact disturbance date is not known or event is ongoing then explain in comments field  ","DENA","1A2E Open White Spruce Forest","2004","DENA HQ Thinning 2004","Plot Marked: Yes","Marker Type: Metal Monument","",""
"DENA-HZF-Z3-26",7/6/2003 5:58:01 PM,"","",0,"PreTreatmentYear1","PreTreatmentYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-26",6/14/2005 3:47:36 PM,"","",1,"PostTreatmentYear1","PostTreatmentYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-26",7/22/2009 5:03:17 PM,"Jennifer Mitchell, Ryan Wilson, Max Llanes, Chrissy Campanelli","Plot on edge of thinning project.  50% of trees limbed. Thinning to 9m on transect. No monument evident, flagging with plot name used as center.  Flagging says ""the Spot"" ""Z3-26""",2,"PostTreatmentYear5","PostTreatmentYear5","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-26",8/13/2021 6:35:20 PM,"McKinley Neuser, Ryan Nessle, Will Gautsch","Note on the photo section that the board has the wrong directions written on them, but that the photo file names have been corrected.  Note that a Trimble GPS location is needed for the plot. New plot marker in correct location. (For the photos, the board said 0  to 16m, but it is actually 16m to 0m and vice versa, all the board directions are reversed but the uploaded photos have the correct lable names on them).",3,"PostTreatmentYear18","PostTreatmentYear18","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-29",,"","",,"","","Hazard Fuels (HZF)   ","Trimble GeoXH 2005","Thinning Z3",63.72379,-148.96106,,,"","NAD83",,1.2,6/22/2003 5:07:47 PM,,,660,"meters",180,165,4,,"Lat/Long are 2014 coordinates. Coordinates listed above are for plot center at 8-m mark along 16-m transect ","Declination: 22 E (2021)","Plot Layout:    *Plot is based on 16m diameter circular area (8-m center point marked with GPS).    Vegetation Cover:    *FFI Cover-Species Composition (Metric) (General Vegetation Information) recorded for 8-m radius (16 m diameter) circular area with center point at 8 meters on transect line.  *FFI Cover-Points (Metric) (Vegetation Point Intercept) data recorded along 16m line transect at 0.5 m intervals.      Tree Density:    *FFI Density-Belts (Metric) (Tree Density Tally) data recorded for trees within a: 1) 4-m radius plot where tree density greater than 15 trees within 4-m radius area (plot center @ 8-m on line transect); or 2) 8-m radius plot where tree density less than than 15 trees in 4-m radius area.  2021 - Trees recorded by quadrant (NE, SE, SW, NW) and entered by subbelt (NE=1, SE=2, SW=3, NW=4).    Seedling Density:  *FFI Density-Quadrats (Metric) (Tree Density Tally) seedling tally recorded within 1-m radius circle (2-m radius circular plot area) located at 4-m, 8-m and 12-m marks on the transect line.         Tree Measurements:  *FFI Trees- Individuals (Metric) (Tree Measurements) tree measurements recorded for two trees of each species present and each size class per species present.  Trees selected were closest to plot center point (8-m on line transect).       Surface Fuels:  *FFI Surface Fuels (Down Woody Debris & Duff Depths) data recorded along 16m line transect. 1 & 10 hour fuels intercepted within first 6 feet of transect, 100 hour fuels within first 12 feet of transect, 1000hr fuels along entire transect (52.9 feet).      Alaska Duff/Litter Depths:   *FFI Surface Fuels – Alaska Duff/Litter (Metric) (Down Woody Debris & Duff Depths) data collected at near 0-m transect end (outside of plot) and near 16-m transect end (outside of plot).     Disturbance History:  *FFI Disturbance History (Site Description) record known or estimated disturbance history events and event timing.  ","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)    UNIT: SAMPLING EVENT  Mode: Project management  Specific Location: Properties Tab  Datasheet Location:  General Site Information Datasheet  UV1 	Viereck Vegetation Class - Current Year   UV2 	“Fire Evidence”, “Old Fire Evidence”, or “No Fire Evidence”  UV3 	 Soil Moisture: “Wet”, “Moist”, or “Dry”    UNIT: COVER – SPECIES COMPOSITION (METRIC)  Mode: Data Entry and Edit  Datasheet Location: General Vegetation Information  For Tree Species Only:  UV1  	Height to Live Crown (cm)	  UV2  	Height to ladder fuel (cm)  UV3  	Average DBH (cm)  Comment: general notes, damage codes, descriptors    UNIT: COVER – POINTS (METRIC)  Mode: Data Entry and Edit  Datasheet Location:  Vegetation Point Intercept Datasheet  UV1	Status (e.g., charred, scorched, etc.) or Tree Damage Code  UV2	Seedling or Sapling   UV3	Rotten or Solid (for 1000HR fuels)    UNIT: DENSITY- BELTS (METRIC)  Mode: Data Entry and Edit  Datasheet Location:  Tree Density Tally Datasheet   UV1	 Damage Codes (e.g., “SPB” for spruce bark beetle)   UV2	 Plot Area (square meters)  UV3	 Individual Stem Counts (Shrubs Only)  For shrubs (Transect 2) – Moose Browse Architecture Data:  UV1	“# unbrowsed”   UV2	 “# browsed”   UV3	 “# broomed”    UNIT: DENSITY – QUADRATS (METRIC)  Mode: Data Entry and Edit  Datasheet Location: Tree Density Tally Datasheet  UV1    Quadrat Radius (if Circular Plot) (m)    UNIT: TREES – INDIVIDUALS (METRIC)  Mode: Data Entry and Edit  Datasheet Location: Tree Measurements Datasheet  UV1	Tree location in relation to transect, meters value  UV2	Additional comments on tree damage    UNIT:  SURFACE FUELS – ALASKA DUFF/LITTER (METRIC)  Mode: Data Entry and Edit  Datasheet Location:  Down Woody Debris & Duff Thickness Datasheet   UV1	Surface layer burn severity  UV2	Surface layer code at point where duff plug is taken  UV3	Sample Location    UNIT: SURFACE FUELS  Mode: Data Entry and Edit  Datasheet Location:  Down Woody Debris & Duff Thickness Datasheet  For Coarse Woody Debris (1000-hr fuels):  UV1	Decay Status: Sound or Rotten  UV2	Species Code (if known)  UV3	Damage Codes    UNIT:	DISTURBANCE HISTORY  Mode: Data Entry and Edit  Datasheet Location: General Site Information Datasheet  UV1	CBI value (total plot CBI value)  UV2	Fire Name if known  UV3	% of plot affected by change agent  Comments: If exact disturbance date is not known or event is ongoing then explain in comments field  ","DENA","1C2B Open Quaking Aspen-Spruce Forest","2004","DENA HQ Thinning 2004","Plot Marked: Yes","Marker Type: Wooden Lathe","",""
"DENA-HZF-Z3-29",6/22/2003 6:02:49 PM,"","",0,"PreTreatmentYear1","PreTreatmentYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-29",6/15/2005 3:51:43 PM,"","",1,"PostTreatmentYear1","PostTreatmentYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-29",7/24/2009 5:09:31 PM,"Heather Bradshaw, Ryan Wilson, Max Llanes, Chrissy Campanelli","",2,"PostTreatmentYear5","PostTreatmentYear5","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-29",7/14/2021 7:21:49 PM,"Jennifer Barnes, Keturah Cowan, Jessica O'Connor","Wooden stake located.  There is a social trail with pin flagging- this is not plot center.  Area was thinned in 2020 so 2X treatment.",3,"PostTreatmentYear18","PostTreatmentYear18","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-30RL",,"","",,"","","Hazard Fuels (HZF)   ","Trimble GeoXH 2005","Thinning Z3",63.7363,-148.89751,,,"","NAD83",,0.6,8/18/2003,,,520,"meters",213,0,0,0,"Lat/Long are 2014 coordinates. Coordinates listed above are for plot center at 8-m mark along 16-m transect ","Declination: 22 E (2021)","Plot Layout:    *Plot is based on 16m diameter circular area (8-m center point marked with GPS).    Vegetation Cover:    *FFI Cover-Species Composition (Metric) (General Vegetation Information) recorded for 8-m radius (16 m diameter) circular area with center point at 8 meters on transect line.  *FFI Cover-Points (Metric) (Vegetation Point Intercept) data recorded along 16m line transect at 0.5 m intervals.      Tree Density:    *FFI Density-Belts (Metric) (Tree Density Tally) data recorded for trees within a: 1) 4-m radius plot where tree density greater than 15 trees within 4-m radius area (plot center @ 8-m on line transect); or 2) 8-m radius plot where tree density less than than 15 trees in 4-m radius area.  2021 - Trees recorded by quadrant (NE, SE, SW, NW) and entered by subbelt (NE=1, SE=2, SW=3, NW=4).    Seedling Density:  *FFI Density-Quadrats (Metric) (Tree Density Tally) seedling tally recorded within 1-m radius circle (2-m radius circular plot area) located at 4-m, 8-m and 12-m marks on the transect line.         Tree Measurements:  *FFI Trees- Individuals (Metric) (Tree Measurements) tree measurements recorded for two trees of each species present and each size class per species present.  Trees selected were closest to plot center point (8-m on line transect).       Surface Fuels:  *FFI Surface Fuels (Down Woody Debris & Duff Depths) data recorded along 16m line transect. 1 & 10 hour fuels intercepted within first 6 feet of transect, 100 hour fuels within first 12 feet of transect, 1000hr fuels along entire transect (52.9 feet).      Alaska Duff/Litter Depths:   *FFI Surface Fuels – Alaska Duff/Litter (Metric) (Down Woody Debris & Duff Depths) data collected at near 0-m transect end (outside of plot) and near 16-m transect end (outside of plot).     Disturbance History:  *FFI Disturbance History (Site Description) record known or estimated disturbance history events and event timing.  ","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)    UNIT: SAMPLING EVENT  Mode: Project management  Specific Location: Properties Tab  Datasheet Location:  General Site Information Datasheet  UV1 	Viereck Vegetation Class - Current Year   UV2 	“Fire Evidence”, “Old Fire Evidence”, or “No Fire Evidence”  UV3 	 Soil Moisture: “Wet”, “Moist”, or “Dry”    UNIT: COVER – SPECIES COMPOSITION (METRIC)  Mode: Data Entry and Edit  Datasheet Location: General Vegetation Information  For Tree Species Only:  UV1  	Height to Live Crown (cm)	  UV2  	Height to ladder fuel (cm)  UV3  	Average DBH (cm)  Comment: general notes, damage codes, descriptors    UNIT: COVER – POINTS (METRIC)  Mode: Data Entry and Edit  Datasheet Location:  Vegetation Point Intercept Datasheet  UV1	Status (e.g., charred, scorched, etc.) or Tree Damage Code  UV2	Seedling or Sapling   UV3	Rotten or Solid (for 1000HR fuels)    UNIT: DENSITY- BELTS (METRIC)  Mode: Data Entry and Edit  Datasheet Location:  Tree Density Tally Datasheet   UV1	 Damage Codes (e.g., “SPB” for spruce bark beetle)   UV2	 Plot Area (square meters)  UV3	 Individual Stem Counts (Shrubs Only)  For shrubs (Transect 2) – Moose Browse Architecture Data:  UV1	“# unbrowsed”   UV2	 “# browsed”   UV3	 “# broomed”    UNIT: DENSITY – QUADRATS (METRIC)  Mode: Data Entry and Edit  Datasheet Location: Tree Density Tally Datasheet  UV1    Quadrat Radius (if Circular Plot) (m)    UNIT: TREES – INDIVIDUALS (METRIC)  Mode: Data Entry and Edit  Datasheet Location: Tree Measurements Datasheet  UV1	Tree location in relation to transect, meters value  UV2	Additional comments on tree damage    UNIT:  SURFACE FUELS – ALASKA DUFF/LITTER (METRIC)  Mode: Data Entry and Edit  Datasheet Location:  Down Woody Debris & Duff Thickness Datasheet   UV1	Surface layer burn severity  UV2	Surface layer code at point where duff plug is taken  UV3	Sample Location    UNIT: SURFACE FUELS  Mode: Data Entry and Edit  Datasheet Location:  Down Woody Debris & Duff Thickness Datasheet  For Coarse Woody Debris (1000-hr fuels):  UV1	Decay Status: Sound or Rotten  UV2	Species Code (if known)  UV3	Damage Codes    UNIT:	DISTURBANCE HISTORY  Mode: Data Entry and Edit  Datasheet Location: General Site Information Datasheet  UV1	CBI value (total plot CBI value)  UV2	Fire Name if known  UV3	% of plot affected by change agent  Comments: If exact disturbance date is not known or event is ongoing then explain in comments field  ","DENA","1A2G Open Black Spruce-White Spruce Forest","2004","DENA HQ Thinning 2004","Plot Marked: Yes","Marker Type: Wooden Lathe","",""
"DENA-HZF-Z3-30RL",8/18/2003 6:07:00 PM,"","",0,"PreTreatmentYear1","PreTreatmentYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-30RL",6/15/2005 3:56:43 PM,"","",1,"PostTreatmentYear1","PostTreatmentYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-30RL",7/25/2009 4:46:09 PM,"Jennifer Mitchell, Heather Bradshaw, Ryan Wilson, Brian McCreary, Chrissy Campanelli, Max Llanes","",2,"PostTreatmentYear5","PostTreatmentYear5","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-HZF-Z3-30RL",8/11/2021 7:04:07 PM,"Jennifer Barnes, Jessica O'Connor, Ryan Nessle","Old Fire Evidence:  burned stumps    Origninal wooden stake located. Plot azimuth was done at 180 degrees T instead of 220 degrees to match with images from terrestrid Lidar-leicq.  Photos were taken on the old azimuth as well, to match up - but no transet line.",3,"PostTreatmentYear18","PostTreatmentYear18","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-TLS-18",,"","",,"","","Hazard Fuels (HZF)","Garmin GPSmap76CSx","Control",63.73157,-148.93016,,,"","NAD83",,4,8/31/2022 4:41:43 PM,,,617,"meters",180,115,10,8,"Coordinates listed above are for plot center at 8-m mark along 16-m transect   Plot Markers: small stick with small flagging","Declination: 16degE","Plot Layout:    *Plot is based on 16m diameter circular area (8-m center point marked with GPS)    Vegetation Cover:    *FFI Cover-Species Composition (Metric) (General Vegetation Information) recorded for 8-m radius (16 m diameter) circular area with center point at 8 meters on transect line.  *FFI Cover-Points (Metric) (Vegetation Point Intercept) data recorded along 16m line transect at 0.5 m intervals.      Tree Density:    *FFI Density-Belts (Metric) (Tree Density Tally) data recorded for trees within a: 1) 4-m radius plot where tree density greater than 15 trees within 4-m radius area (plot center @ 8-m on line transect); or 2) 8-m radius plot where tree density less than than 15 trees in 4-m radius area.      Seedling Density:  *FFI Density-Quadrats (Metric) (Tree Density Tally) seedling tally recorded within 1-m radius circle (2-m radius circular plot area) located at plot center (8-m on line transect).         Tree Measurements:  *FFI Trees- Individuals (Metric) (Tree Measurements) tree measurements recorded for two trees of each species present and each size class per species present.  Trees selected were closest to plot center point (8-m on line transect).       Surface Fuels:  *FFI Surface Fuels (Down Woody Debris & Duff Depths) data recorded along 16m line transect. 1 & 10 hour fuels intercepted within first 6 feet of transect, 100 hour fuels within first 12 feet of transect, 1000hr fuels along entire transect (52.9 feet).      Alaska Duff/Litter Depths:   *FFI Surface Fuels – Alaska Duff/Litter (Metric) (Down Woody Debris & Duff Depths) data collected at near 0-m transect end (outside of plot) and near 16-m transect end (outside of plot).     Disturbance History:  *FFI Disturbance History (Site Description) record known or estimated disturbance history events and event timing.  ","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)  ","DENA","1B2A Open Paper Birch Forest","N/A","N/A","No","None","",""
"DENA-TLS-18",7/13/2022 5:08:33 PM,"T. Schaub, M. Behrens, N. Tilges","Mixed Forest, disturbed, Hiking trail east of plot (downslope) and southwest (sdeslope). No previous fire activity detected. Duff shallow; rocky soils. Substantial Populus spp. leaf litter component.   **Edit 8/30** M. Behrens returned to the site to finish point intercept and tree measurements. Previous techs misidentified a substantial P. tremuloides component as B. papyferia. Due to time constraints Matt was not able to correct those data. ",1,"PreTreatmentYear1","","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
