MacroPlot Name,Date,Index,Transect,Quadrat,Status,SizeCl,AgeCl,Count,Height,SubFrac,Comment,UV1,UV2,UV3,NumTran,NumQuadTran,QuadLen,QuadWid,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
DENA-A274-H6,7/18/2007 11:27:56 AM,-2147483648,1,3,L,SE,I,3,,1,,,,,,,,,,,,,,,,PIGL,,
DENA-A274-H6,7/18/2007 11:27:56 AM,-2147483647,1,15,L,SE,I,18,,1,,,,,,,,,,,,,,,,PIGL,,
DENA-A274-H6,7/18/2007 11:27:56 AM,-2147483646,1,27,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIGL,,
DENA-A274-H6,8/17/2016 1:53:56 PM,,,,,,,,,,,,,,1,3,2,1,2,Rachel Loehman,J. Hrobak,,,,,,True,
DENA-A274-H6,8/17/2016 1:53:56 PM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-H6,8/17/2016 1:53:56 PM,-2147483647,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-H6,8/17/2016 1:53:56 PM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-G2,7/18/2007 2:28:57 PM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-A274-G2,7/18/2007 2:28:57 PM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-G2,7/18/2007 2:28:57 PM,-2147483647,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-G2,7/18/2007 2:28:57 PM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-G2,8/16/2016 1:58:54 PM,,,,,,,,,,,,,,1,3,2,1,2,Rachel Loehman,J. Hrobak,,,,,,True,
DENA-A274-G2,8/16/2016 1:58:54 PM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-G2,8/16/2016 1:58:54 PM,-2147483647,1,15,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-G2,8/16/2016 1:58:54 PM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-A04,6/17/2014 1:46:46 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Barnes; B. West; L. Schomaker,J. Northway,,,,,,True,
LACL-CUR-A04,6/17/2014 1:46:46 PM,-2147483648,1,3,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-A04,6/17/2014 1:46:46 PM,-2147483647,1,14,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-A04,6/17/2014 1:46:46 PM,-2147483646,1,27,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-X2,7/13/2007 3:16:46 PM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-B288-X2,7/13/2007 3:16:46 PM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-X2,7/13/2007 3:16:46 PM,-2147483647,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-X2,7/13/2007 3:16:46 PM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J Hrobak; M Neuser; K Cowan,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,-2147483647,1,8,L,SE,M,1,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-07,6/26/2023 12:07:04 PM,,,,,,,,,,,,,,1,3,0,0,3.14,,,Quadrat Radius (if Circular Plot) (m),,,,,True,
LACL-KRI-B07,6/21/2014 12:44:22 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Barnes; Y. Matsui,J. Northway,,,,,,True,
LACL-KRI-B07,6/21/2014 12:44:22 PM,-2147483648,1,3,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-KRI-B07,6/21/2014 12:44:22 PM,-2147483647,1,14,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-KRI-B07,6/21/2014 12:44:22 PM,-2147483646,1,27,L,SE,M,4,,1,,,,,,,,,,,,,,,,PIMA,,
A255-90-296,7/14/2005 1:43:06 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A255-90-296,7/14/2005 1:43:06 PM,1,1,15,L,,M,3,,1,,,, TreeSeedling,,,,,,,,,,,,PIGL,,
A255-90-296,7/14/2005 1:43:06 PM,2,1,3,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A255-90-296,7/14/2005 1:43:06 PM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,,,,,,,,,,,,,,1,3,0,0,3.14,J Mitchell; R Wilson; M Llanes; C Campanelli; H Bradshaw,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483646,1,12,L,SE,I,1,,1,,1,,,,,,,,,,,,,,POTR5,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,,,,,,,,,,,,,,1,3,0,0,3.14,M. Neuser; W. Gautsh,J. Hrobak,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483648,1,4,L,SE,M,1,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483647,1,8,,,,0,,1,No Seedlings.,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483646,1,12,L,SE,M,1,,1,,1,,,,,,,,,,,,,,POTR5,,
DENA-WIG-22,7/30/2014 1:30:08 PM,,,,,,,,,,,,,,1,4,2,2,4,J. Northway; J. Nichols,J. Northway,,,,,,True,
DENA-WIG-22,7/30/2014 1:30:08 PM,-2147483648,1,4,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-22,7/30/2014 1:30:08 PM,-2147483647,1,11,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-22,7/30/2014 1:30:08 PM,-2147483646,1,6,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-22,7/30/2014 1:30:08 PM,-2147483645,1,13,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-F9,7/10/2007 8:43:28 AM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-A274-F9,7/10/2007 8:43:28 AM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-F9,7/10/2007 8:43:28 AM,-2147483647,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-F9,7/10/2007 8:43:28 AM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-F9,7/22/2016 12:43:09 PM,,,,,,,,,,,,,,1,3,2,1,2,Jennifer Hrobak,J. Hrobak,,,,,,True,
DENA-A274-F9,7/22/2016 12:43:09 PM,-2147483648,1,3,L,SE,I,6,,1,Possibly BEPA?,,,,,,,,,,,,,,,BENA,,
DENA-A274-F9,7/22/2016 12:43:09 PM,-2147483647,1,15,L,SE,I,6,,1,Possibly BEPA?,,,,,,,,,,,,,,,BENA,,
DENA-A274-F9,7/22/2016 12:43:09 PM,-2147483646,1,27,L,SE,I,1,,1,Possibly BEPA?,,,,,,,,,,,,,,,BENA,,
DENA-A303-B9,7/17/2007 4:01:55 PM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-A303-B9,7/17/2007 4:01:55 PM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A303-B9,7/17/2007 4:01:55 PM,-2147483647,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A303-B9,7/17/2007 4:01:55 PM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A288-O4,7/17/2007 1:53:23 PM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-A288-O4,7/17/2007 1:53:23 PM,-2147483648,1,15,L,SE,I,1,,1,,,,,,,,,,,,,,,,LALA,,
DENA-A288-O4,7/17/2007 1:53:23 PM,-2147483647,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A288-O4,7/17/2007 1:53:23 PM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-H03,6/17/2014 10:39:46 AM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Northway; E. Groth; L. Ernst,J. Northway,,,,,,True,
LACL-CUR-H03,6/17/2014 10:39:46 AM,-2147483648,1,3,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-H03,6/17/2014 10:39:46 AM,-2147483647,1,14,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-H03,6/17/2014 10:39:46 AM,-2147483646,1,27,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-KRI-B03,6/21/2014 11:55:20 AM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Barnes; Y. Matsui,J. Northway,,,,,,True,
LACL-KRI-B03,6/21/2014 11:55:20 AM,-2147483648,1,3,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-KRI-B03,6/21/2014 11:55:20 AM,-2147483647,1,14,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-KRI-B03,6/21/2014 11:55:20 AM,-2147483646,1,27,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-36,7/1/2022 1:09:39 PM,,,,,,,,,,,,,,1,3,0,0,3.14,M Behrens T Schaub R Brabd,M Behrens,Quadrat Radius (if Circular Plot)(m),,,,,True,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-F12,7/10/2007 2:04:18 PM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-A274-F12,7/10/2007 2:04:18 PM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-F12,7/10/2007 2:04:18 PM,-2147483647,1,15,L,SE,I,3,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-F12,7/10/2007 2:04:18 PM,-2147483646,1,27,L,SE,I,5,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-F12,7/22/2016 3:48:31 PM,,,,,,,,,,,,,,1,3,2,1,2,Rachel Loehman,J. Hrobak,,,,,,True,
DENA-A274-F12,7/22/2016 3:48:31 PM,-2147483648,1,3,L,SE,M,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-F12,7/22/2016 3:48:31 PM,-2147483647,1,15,L,SE,I,3,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-F12,7/22/2016 3:48:31 PM,-2147483646,1,15,L,SE,M,4,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-F12,7/22/2016 3:48:31 PM,-2147483645,1,27,L,SE,R,5,,1,Counted because possible BEPA??,,,,,,,,,,,,,,,BENA,,
A148-90-317,7/8/2005 4:17:50 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A148-90-317,7/8/2005 4:17:50 PM,1,1,3,L,,I,3,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A148-90-317,7/8/2005 4:17:50 PM,2,1,15,L,,M,4,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A148-90-317,7/8/2005 4:17:50 PM,3,1,27,L,,M,8,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A148-90-317,7/8/2005 4:17:50 PM,4,1,3,L,,M,28,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A148-90-317,7/8/2005 4:17:50 PM,5,1,27,L,,M,2,,1,,,, TreeSeedling,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,,,,,,,,,,,,,,1,3,0,0,3.14,J Mitchell; R Wilson; M Llanes; C Campanelli,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483647,1,8,L,SE,R,1,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,,,,,,,,,,,,,,1,3,0,0,3.14,K. Cowan,J. Hrobak,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483648,1,4,,,,0,,1,No Seedlings.,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483647,1,8,L,SE,M,8,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483646,1,12,,,,0,,1,No Seedlings.,1,,,,,,,,,,,,,,UNKN_100,,
A303-00-1376,7/19/2005 9:37:23 AM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A303-00-1376,7/19/2005 9:37:23 AM,1,1,3,X,,X,0,,1,no seedlings,,, TreeSeedling,,,,,,,,,,,,UNKN_100,,
A303-00-1376,7/19/2005 9:37:23 AM,2,1,15,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A303-00-1376,7/19/2005 9:37:23 AM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-Z10,7/11/2007 9:26:16 AM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-B288-Z10,7/11/2007 9:26:16 AM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-Z10,7/11/2007 9:26:16 AM,-2147483647,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-Z10,7/11/2007 9:26:16 AM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A288-00-1358,7/18/2005 12:54:27 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A288-00-1358,7/18/2005 12:54:27 PM,1,1,15,L,,I,2,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A288-00-1358,7/18/2005 12:54:27 PM,2,1,15,L,,M,1,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A288-00-1358,7/18/2005 12:54:27 PM,3,1,3,L,,M,2,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A288-00-1358,7/18/2005 12:54:27 PM,4,1,3,L,,M,1,,1,,,, TreeSeedling,,,,,,,,,,,,LALA,,
A288-00-1358,7/18/2005 12:54:27 PM,5,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J Mitchell; M Llanes; C Campanelli; H Bradshaw; R Wilson; B McCreary,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J Barnes; M Neuser; W Gautsch,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483647,1,8,L,SE,M,1,,1,,1,,,,,,,,,,,,,,PIMA,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
A391-90-50,7/6/2005 2:00:52 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A391-90-50,7/6/2005 2:00:52 PM,1,1,3,L,,I,1,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A391-90-50,7/6/2005 2:00:52 PM,2,1,3,L,,M,1,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A391-90-50,7/6/2005 2:00:52 PM,3,1,15,L,,M,5,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A391-90-50,7/6/2005 2:00:52 PM,4,1,27,L,,M,3,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A391-90-50,7/19/2006 8:56:34 AM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A391-90-50,7/19/2006 8:56:34 AM,1,1,3,X,,X,0,,1,no seedlings,,, TreeSeedling,,,,,,,,,,,,UNKN_100,,
A391-90-50,7/19/2006 8:56:34 AM,2,1,15,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A391-90-50,7/19/2006 8:56:34 AM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A391-90-50,7/27/2011 3:45:05 PM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
A391-90-50,7/27/2011 3:45:05 PM,-2147483648,1,3,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
A391-90-50,7/27/2011 3:45:05 PM,-2147483647,1,27,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
A391-90-50,7/27/2011 3:45:05 PM,-2147483646,1,15,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-35,7/11/2022 11:28:43 AM,,,,,,,,,,,,,,1,3,0,0,3.14,M Behrens T Schaub,M Behrens,Quadrat Radius (if Circular Plot)(m),,,,,True,
DENA-TLS-35,7/11/2022 11:28:43 AM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-35,7/11/2022 11:28:43 AM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-35,7/11/2022 11:28:43 AM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
B288-01-1106,7/7/2005 9:09:26 AM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
B288-01-1106,7/7/2005 9:09:26 AM,1,1,3,X,,X,0,,1,no seedlings,,, TreeSeedling,,,,,,,,,,,,UNKN_100,,
B288-01-1106,7/7/2005 9:09:26 AM,2,1,18,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
B288-01-1106,7/7/2005 9:09:26 AM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-Z3,7/11/2007 12:26:08 PM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-B288-Z3,7/11/2007 12:26:08 PM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-Z3,7/11/2007 12:26:08 PM,-2147483647,1,15,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z3,7/11/2007 12:26:08 PM,-2147483646,1,27,L,SE,I,2,,1,,,,,,,,,,,,,,,,PIMA,,
A391-90-47,7/6/2005 2:46:43 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A391-90-47,7/6/2005 2:46:43 PM,1,1,15,L,,I,2,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A391-90-47,7/6/2005 2:46:43 PM,2,1,3,L,,I,3,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A391-90-47,7/6/2005 2:46:43 PM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A391-90-47,7/19/2006 10:34:42 AM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A391-90-47,7/19/2006 10:34:42 AM,1,1,3,L,,M,7,,1,,0.5,, TreeSeedling,,,,,,,,,,,,POBA2,,
A391-90-47,7/19/2006 10:34:42 AM,2,1,15,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A391-90-47,7/19/2006 10:34:42 AM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A391-90-47,7/27/2011 10:16:46 AM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
A391-90-47,7/27/2011 10:16:46 AM,-2147483648,1,3,L,SE,R,4,,1,,,,,,,,,,,,,,,,POTR5,,
A391-90-47,7/27/2011 10:16:46 AM,-2147483647,1,15,L,SE,R,2,,1,,,,,,,,,,,,,,,,BEPA,,
A391-90-47,7/27/2011 10:16:46 AM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-14,7/30/2014 10:48:47 AM,,,,,,,,,,,,,,1,4,2,2,4,J. Barnes; K. Mitchell,J. Northway,,,,,,True,
DENA-WIG-14,7/30/2014 10:48:47 AM,-2147483648,1,4,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-14,7/30/2014 10:48:47 AM,-2147483647,1,11,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-14,7/30/2014 10:48:47 AM,-2147483646,1,6,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-14,7/30/2014 10:48:47 AM,-2147483645,1,13,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A303-B6,7/17/2007 3:20:07 PM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-A303-B6,7/17/2007 3:20:07 PM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A303-B6,7/17/2007 3:20:07 PM,-2147483647,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A303-B6,7/17/2007 3:20:07 PM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-Z1,7/11/2007 8:21:42 AM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-B288-Z1,7/11/2007 8:21:42 AM,-2147483648,1,3,L,SE,I,5,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z1,7/11/2007 8:21:42 AM,-2147483647,1,15,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z1,7/11/2007 8:21:42 AM,-2147483646,1,27,L,SE,I,2,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z1,7/11/2007 8:21:42 AM,-2147483645,1,27,L,SE,I,1,,1,,,,,,,,,,,,,,,,LALA,,
DENA-TLS-19,8/4/2022 5:05:10 PM,,,,,,,,,,,,,,1,3,0,0,3.14,M. Behrens; T. Schaub,M. Behrens,Quadrat Radius (if Circular Plot)(m),,,,,True,
DENA-TLS-19,8/4/2022 5:05:10 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-19,8/4/2022 5:05:10 PM,-2147483647,1,8,L,,M,1,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-TLS-19,8/4/2022 5:05:10 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-E04,6/18/2014 11:42:56 AM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Barnes; L. Ernst; B. West,J. Northway,,,,,,True,
LACL-CUR-E04,6/18/2014 11:42:56 AM,-2147483648,1,3,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-E04,6/18/2014 11:42:56 AM,-2147483647,1,14,L,SE,,4,,1,,,,,,,,,,,,,,,,PIMA,,
LACL-CUR-E04,6/18/2014 11:42:56 AM,-2147483646,1,27,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-C06,6/19/2014 9:38:34 AM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Barnes; L. Ernst; B. West,J. Northway,,,,,,True,
LACL-CUR-C06,6/19/2014 9:38:34 AM,-2147483648,1,3,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-C06,6/19/2014 9:38:34 AM,-2147483647,1,14,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-C06,6/19/2014 9:38:34 AM,-2147483646,1,27,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-C06,6/23/2015 4:55:39 PM,,,,,,,,,,,,,,1,5,2,2,4,J.Barnes; A. Miller; L. Ernst; W. Kamp; M. Dutton,J. Hrobak,,,,,,True,
LACL-CUR-C06,6/23/2015 4:55:39 PM,-2147483648,1,0,X,,,0,,1,,,,,,,,,,,,,,,,UNKN_100,,
