RegistrationUnit_Name,ProjectUnit_Name,MacroPlot_Name,Multi_PU,SampleEvent_Date,SampleEvent_LegacyMonitoringStatus,MonitoringStatus_Name,Protocols,Visited
"AKWEST","DENA-VDM","A255-90-305","N",7/14/2005 8:25:44 AM,"PostBurnYear15","PostBurnYear14-19","CBI","N"
"AKWEST","DENA-VDM","A255-90-305","N",7/14/2005 8:25:44 AM,"PostBurnYear15","PostBurnYear14-19","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A255-90-305","N",7/14/2005 8:25:44 AM,"PostBurnYear15","PostBurnYear14-19","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A255-90-305","N",7/14/2005 8:25:44 AM,"PostBurnYear15","PostBurnYear14-19","SOILS","Y"
"AKWEST","DENA-VDM","A255-90-305","N",7/14/2005 8:25:44 AM,"PostBurnYear15","PostBurnYear14-19","Disturbance History","Y"
"AKWEST","DENA-VDM","A255-90-305","N",7/14/2005 8:25:44 AM,"PostBurnYear15","PostBurnYear14-19","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A255-90-320","N",7/14/2005 2:36:12 PM,"PostBurnYear15","PostBurnYear14-19","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A255-90-320","N",7/14/2005 2:36:12 PM,"PostBurnYear15","PostBurnYear14-19","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A255-90-320","N",7/14/2005 2:36:12 PM,"PostBurnYear15","PostBurnYear14-19","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A255-90-320","N",7/14/2005 2:36:12 PM,"PostBurnYear15","PostBurnYear14-19","Disturbance History","Y"
"AKWEST","DENA-VDM","A255-90-320","N",7/14/2005 2:36:12 PM,"PostBurnYear15","PostBurnYear14-19","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A255-90-320","N",7/14/2005 2:36:12 PM,"PostBurnYear15","PostBurnYear14-19","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A255-90-320","N",7/14/2005 2:36:12 PM,"PostBurnYear15","PostBurnYear14-19","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A255-90-320","N",7/14/2005 2:36:12 PM,"PostBurnYear15","PostBurnYear14-19","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A255-90-320","N",7/14/2005 2:36:12 PM,"PostBurnYear15","PostBurnYear14-19","SOILS","Y"
"AKWEST","DENA-VDM","A255-90-323","N",7/14/2005 3:21:54 PM,"PostBurnYear15","PostBurnYear14-19","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A255-90-323","N",7/14/2005 3:21:54 PM,"PostBurnYear15","PostBurnYear14-19","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A255-90-323","N",7/14/2005 3:21:54 PM,"PostBurnYear15","PostBurnYear14-19","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A255-90-323","N",7/14/2005 3:21:54 PM,"PostBurnYear15","PostBurnYear14-19","SOILS","Y"
"AKWEST","DENA-VDM","A255-90-323","N",7/14/2005 3:21:54 PM,"PostBurnYear15","PostBurnYear14-19","Disturbance History","Y"
"AKWEST","DENA-VDM","A255-90-323","N",7/14/2005 3:21:54 PM,"PostBurnYear15","PostBurnYear14-19","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A255-90-323","N",7/14/2005 3:21:54 PM,"PostBurnYear15","PostBurnYear14-19","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A255-90-323","N",7/14/2005 3:21:54 PM,"PostBurnYear15","PostBurnYear14-19","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A255-90-323","N",7/14/2005 3:21:54 PM,"PostBurnYear15","PostBurnYear14-19","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1344","N",7/18/2005 11:20:18 AM,"PostBurnYear5","PostBurnYear1-5","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1344","N",7/18/2005 11:20:18 AM,"PostBurnYear5","PostBurnYear1-5","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1344","N",7/18/2005 11:20:18 AM,"PostBurnYear5","PostBurnYear1-5","Disturbance History","Y"
"AKWEST","DENA-VDM","A288-00-1344","N",7/18/2005 11:20:18 AM,"PostBurnYear5","PostBurnYear1-5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1344","N",7/18/2005 11:20:18 AM,"PostBurnYear5","PostBurnYear1-5","SOILS","Y"
"AKWEST","DENA-VDM","A288-00-1344","N",7/18/2005 11:20:18 AM,"PostBurnYear5","PostBurnYear1-5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1344","N",7/18/2005 11:20:18 AM,"PostBurnYear5","PostBurnYear1-5","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1344","N",7/18/2005 11:20:18 AM,"PostBurnYear5","PostBurnYear1-5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1344","N",7/18/2005 11:20:18 AM,"PostBurnYear5","PostBurnYear1-5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1352","N",7/18/2005 10:28:00 AM,"PostBurnYear5","PostBurnYear1-5","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1352","N",7/18/2005 10:28:00 AM,"PostBurnYear5","PostBurnYear1-5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1352","N",7/18/2005 10:28:00 AM,"PostBurnYear5","PostBurnYear1-5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1352","N",7/18/2005 10:28:00 AM,"PostBurnYear5","PostBurnYear1-5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1352","N",7/18/2005 10:28:00 AM,"PostBurnYear5","PostBurnYear1-5","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1352","N",7/18/2005 10:28:00 AM,"PostBurnYear5","PostBurnYear1-5","SOILS","Y"
"AKWEST","DENA-VDM","A288-00-1352","N",7/18/2005 10:28:00 AM,"PostBurnYear5","PostBurnYear1-5","Disturbance History","Y"
"AKWEST","DENA-VDM","A288-00-1352","N",7/18/2005 10:28:00 AM,"PostBurnYear5","PostBurnYear1-5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1352","N",7/18/2005 10:28:00 AM,"PostBurnYear5","PostBurnYear1-5","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1358","N",7/18/2005 12:54:27 PM,"PostBurnYear5","PostBurnYear1-5","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1358","N",7/18/2005 12:54:27 PM,"PostBurnYear5","PostBurnYear1-5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1358","N",7/18/2005 12:54:27 PM,"PostBurnYear5","PostBurnYear1-5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1358","N",7/18/2005 12:54:27 PM,"PostBurnYear5","PostBurnYear1-5","SOILS","Y"
"AKWEST","DENA-VDM","A288-00-1358","N",7/18/2005 12:54:27 PM,"PostBurnYear5","PostBurnYear1-5","Disturbance History","Y"
"AKWEST","DENA-VDM","A288-00-1358","N",7/18/2005 12:54:27 PM,"PostBurnYear5","PostBurnYear1-5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1358","N",7/18/2005 12:54:27 PM,"PostBurnYear5","PostBurnYear1-5","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1358","N",7/18/2005 12:54:27 PM,"PostBurnYear5","PostBurnYear1-5","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1358","N",7/18/2005 12:54:27 PM,"PostBurnYear5","PostBurnYear1-5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1359","N",7/18/2005 9:31:36 AM,"PostBurnYear5","PostBurnYear1-5","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1359","N",7/18/2005 9:31:36 AM,"PostBurnYear5","PostBurnYear1-5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1359","N",7/18/2005 9:31:36 AM,"PostBurnYear5","PostBurnYear1-5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1359","N",7/18/2005 9:31:36 AM,"PostBurnYear5","PostBurnYear1-5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1359","N",7/18/2005 9:31:36 AM,"PostBurnYear5","PostBurnYear1-5","Disturbance History","Y"
"AKWEST","DENA-VDM","A288-00-1359","N",7/18/2005 9:31:36 AM,"PostBurnYear5","PostBurnYear1-5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1359","N",7/18/2005 9:31:36 AM,"PostBurnYear5","PostBurnYear1-5","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1359","N",7/18/2005 9:31:36 AM,"PostBurnYear5","PostBurnYear1-5","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A288-00-1359","N",7/18/2005 9:31:36 AM,"PostBurnYear5","PostBurnYear1-5","SOILS","Y"
"AKWEST","DENA-VDM","A303-00-1368","N",7/19/2005 1:32:36 PM,"PostBurnYear5","PostBurnYear1-5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1368","N",7/19/2005 1:32:36 PM,"PostBurnYear5","PostBurnYear1-5","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1368","N",7/19/2005 1:32:36 PM,"PostBurnYear5","PostBurnYear1-5","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1368","N",7/19/2005 1:32:36 PM,"PostBurnYear5","PostBurnYear1-5","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1368","N",7/19/2005 1:32:36 PM,"PostBurnYear5","PostBurnYear1-5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1368","N",7/19/2005 1:32:36 PM,"PostBurnYear5","PostBurnYear1-5","SOILS","Y"
"AKWEST","DENA-VDM","A303-00-1368","N",7/19/2005 1:32:36 PM,"PostBurnYear5","PostBurnYear1-5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1368","N",7/19/2005 1:32:36 PM,"PostBurnYear5","PostBurnYear1-5","Disturbance History","Y"
"AKWEST","DENA-VDM","A303-00-1368","N",7/19/2005 1:32:36 PM,"PostBurnYear5","PostBurnYear1-5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1372","N",7/19/2005 12:54:42 PM,"PostBurnYear5","PostBurnYear1-5","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1372","N",7/19/2005 12:54:42 PM,"PostBurnYear5","PostBurnYear1-5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1372","N",7/19/2005 12:54:42 PM,"PostBurnYear5","PostBurnYear1-5","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1372","N",7/19/2005 12:54:42 PM,"PostBurnYear5","PostBurnYear1-5","Disturbance History","Y"
"AKWEST","DENA-VDM","A303-00-1372","N",7/19/2005 12:54:42 PM,"PostBurnYear5","PostBurnYear1-5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1372","N",7/19/2005 12:54:42 PM,"PostBurnYear5","PostBurnYear1-5","SOILS","Y"
"AKWEST","DENA-VDM","A303-00-1372","N",7/19/2005 12:54:42 PM,"PostBurnYear5","PostBurnYear1-5","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1372","N",7/19/2005 12:54:42 PM,"PostBurnYear5","PostBurnYear1-5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1372","N",7/19/2005 12:54:42 PM,"PostBurnYear5","PostBurnYear1-5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1376","N",7/19/2005 9:37:23 AM,"PreBurn","PreBurn","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1376","N",7/19/2005 9:37:23 AM,"PreBurn","PreBurn","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1376","N",7/19/2005 9:37:23 AM,"PreBurn","PreBurn","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1376","N",7/19/2005 9:37:23 AM,"PreBurn","PreBurn","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1376","N",7/19/2005 9:37:23 AM,"PreBurn","PreBurn","Disturbance History","Y"
"AKWEST","DENA-VDM","A303-00-1376","N",7/19/2005 9:37:23 AM,"PreBurn","PreBurn","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1376","N",7/19/2005 9:37:23 AM,"PreBurn","PreBurn","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1376","N",7/19/2005 9:37:23 AM,"PreBurn","PreBurn","SOILS","Y"
"AKWEST","DENA-VDM","A303-00-1376","N",7/19/2005 9:37:23 AM,"PreBurn","PreBurn","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1385","N",7/19/2005 2:14:11 PM,"PostBurnYear5","PostBurnYear1-5","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1385","N",7/19/2005 2:14:11 PM,"PostBurnYear5","PostBurnYear1-5","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1385","N",7/19/2005 2:14:11 PM,"PostBurnYear5","PostBurnYear1-5","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1385","N",7/19/2005 2:14:11 PM,"PostBurnYear5","PostBurnYear1-5","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1385","N",7/19/2005 2:14:11 PM,"PostBurnYear5","PostBurnYear1-5","SOILS","Y"
"AKWEST","DENA-VDM","A303-00-1385","N",7/19/2005 2:14:11 PM,"PostBurnYear5","PostBurnYear1-5","Disturbance History","Y"
"AKWEST","DENA-VDM","A303-00-1385","N",7/19/2005 2:14:11 PM,"PostBurnYear5","PostBurnYear1-5","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1385","N",7/19/2005 2:14:11 PM,"PostBurnYear5","PostBurnYear1-5","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A303-00-1385","N",7/19/2005 2:14:11 PM,"PostBurnYear5","PostBurnYear1-5","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/6/2005 2:46:43 PM,"PostBurnYear15","PostBurnYear14-19","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/6/2005 2:46:43 PM,"PostBurnYear15","PostBurnYear14-19","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/6/2005 2:46:43 PM,"PostBurnYear15","PostBurnYear14-19","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/6/2005 2:46:43 PM,"PostBurnYear15","PostBurnYear14-19","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/6/2005 2:46:43 PM,"PostBurnYear15","PostBurnYear14-19","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/6/2005 2:46:43 PM,"PostBurnYear15","PostBurnYear14-19","SOILS","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/6/2005 2:46:43 PM,"PostBurnYear15","PostBurnYear14-19","Disturbance History","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/6/2005 2:46:43 PM,"PostBurnYear15","PostBurnYear14-19","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/6/2005 2:46:43 PM,"PostBurnYear15","PostBurnYear14-19","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/19/2006 10:34:42 AM,"PostBurn2XYear1","PostBurn2XYear1","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/19/2006 10:34:42 AM,"PostBurn2XYear1","PostBurn2XYear1","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/19/2006 10:34:42 AM,"PostBurn2XYear1","PostBurn2XYear1","CBI","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/19/2006 10:34:42 AM,"PostBurn2XYear1","PostBurn2XYear1","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/19/2006 10:34:42 AM,"PostBurn2XYear1","PostBurn2XYear1","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/19/2006 10:34:42 AM,"PostBurn2XYear1","PostBurn2XYear1","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/19/2006 10:34:42 AM,"PostBurn2XYear1","PostBurn2XYear1","Disturbance History","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/19/2006 10:34:42 AM,"PostBurn2XYear1","PostBurn2XYear1","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/27/2011 10:16:46 AM,"PostBurn2XYear6","PostBurn2XYear6","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/27/2011 10:16:46 AM,"PostBurn2XYear6","PostBurn2XYear6","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/27/2011 10:16:46 AM,"PostBurn2XYear6","PostBurn2XYear6","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/27/2011 10:16:46 AM,"PostBurn2XYear6","PostBurn2XYear6","Surface Fuels","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/27/2011 10:16:46 AM,"PostBurn2XYear6","PostBurn2XYear6","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/27/2011 10:16:46 AM,"PostBurn2XYear6","PostBurn2XYear6","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/27/2011 10:16:46 AM,"PostBurn2XYear6","PostBurn2XYear6","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/27/2011 10:16:46 AM,"PostBurn2XYear6","PostBurn2XYear6","SOILS","Y"
"AKWEST","DENA-VDM","A391-90-47","N",7/27/2011 10:16:46 AM,"PostBurn2XYear6","PostBurn2XYear6","Disturbance History","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/6/2005 2:00:52 PM,"PreBurn","PreBurn","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/6/2005 2:00:52 PM,"PreBurn","PreBurn","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/6/2005 2:00:52 PM,"PreBurn","PreBurn","Disturbance History","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/6/2005 2:00:52 PM,"PreBurn","PreBurn","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/6/2005 2:00:52 PM,"PreBurn","PreBurn","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/6/2005 2:00:52 PM,"PreBurn","PreBurn","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/6/2005 2:00:52 PM,"PreBurn","PreBurn","SOILS","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/6/2005 2:00:52 PM,"PreBurn","PreBurn","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/6/2005 2:00:52 PM,"PreBurn","PreBurn","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/19/2006 8:56:34 AM,"PostBurnYear1","PostBurnYear1","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/19/2006 8:56:34 AM,"PostBurnYear1","PostBurnYear1","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/19/2006 8:56:34 AM,"PostBurnYear1","PostBurnYear1","CBI","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/19/2006 8:56:34 AM,"PostBurnYear1","PostBurnYear1","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/19/2006 8:56:34 AM,"PostBurnYear1","PostBurnYear1","Disturbance History","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/19/2006 8:56:34 AM,"PostBurnYear1","PostBurnYear1","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/19/2006 8:56:34 AM,"PostBurnYear1","PostBurnYear1","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/19/2006 8:56:34 AM,"PostBurnYear1","PostBurnYear1","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/27/2011 3:45:05 PM,"PostBurnYear6","PostBurnYear6","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/27/2011 3:45:05 PM,"PostBurnYear6","PostBurnYear6","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/27/2011 3:45:05 PM,"PostBurnYear6","PostBurnYear6","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/27/2011 3:45:05 PM,"PostBurnYear6","PostBurnYear6","Disturbance History","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/27/2011 3:45:05 PM,"PostBurnYear6","PostBurnYear6","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/27/2011 3:45:05 PM,"PostBurnYear6","PostBurnYear6","SOILS","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/27/2011 3:45:05 PM,"PostBurnYear6","PostBurnYear6","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/27/2011 3:45:05 PM,"PostBurnYear6","PostBurnYear6","Surface Fuels","Y"
"AKWEST","DENA-VDM","A391-90-50","N",7/27/2011 3:45:05 PM,"PostBurnYear6","PostBurnYear6","CBI","N"
"AKWEST","DENA-VDM","A391-90-50","N",7/27/2011 3:45:05 PM,"PostBurnYear6","PostBurnYear6","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/6/2005 1:15:36 PM,"PostBurnYear15","PostBurnYear14-19","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/6/2005 1:15:36 PM,"PostBurnYear15","PostBurnYear14-19","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/6/2005 1:15:36 PM,"PostBurnYear15","PostBurnYear14-19","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/6/2005 1:15:36 PM,"PostBurnYear15","PostBurnYear14-19","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/6/2005 1:15:36 PM,"PostBurnYear15","PostBurnYear14-19","Disturbance History","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/6/2005 1:15:36 PM,"PostBurnYear15","PostBurnYear14-19","SOILS","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/6/2005 1:15:36 PM,"PostBurnYear15","PostBurnYear14-19","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/6/2005 1:15:36 PM,"PostBurnYear15","PostBurnYear14-19","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/6/2005 1:15:36 PM,"PostBurnYear15","PostBurnYear14-19","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/18/2006 3:31:20 PM,"PostBurnYear16","PostBurnYear16","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/18/2006 3:31:20 PM,"PostBurnYear16","PostBurnYear16","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/18/2006 3:31:20 PM,"PostBurnYear16","PostBurnYear16","Disturbance History","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/18/2006 3:31:20 PM,"PostBurnYear16","PostBurnYear16","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/18/2006 3:31:20 PM,"PostBurnYear16","PostBurnYear16","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/18/2006 3:31:20 PM,"PostBurnYear16","PostBurnYear16","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/18/2006 3:31:20 PM,"PostBurnYear16","PostBurnYear16","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/27/2011 1:51:02 PM,"PostBurnYear21","PostBurnYear20-30","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/27/2011 1:51:02 PM,"PostBurnYear21","PostBurnYear20-30","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/27/2011 1:51:02 PM,"PostBurnYear21","PostBurnYear20-30","Disturbance History","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/27/2011 1:51:02 PM,"PostBurnYear21","PostBurnYear20-30","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/27/2011 1:51:02 PM,"PostBurnYear21","PostBurnYear20-30","Cover - Points (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/27/2011 1:51:02 PM,"PostBurnYear21","PostBurnYear20-30","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/27/2011 1:51:02 PM,"PostBurnYear21","PostBurnYear20-30","SOILS","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/27/2011 1:51:02 PM,"PostBurnYear21","PostBurnYear20-30","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A391-90-54","N",7/27/2011 1:51:02 PM,"PostBurnYear21","PostBurnYear20-30","Surface Fuels","Y"
"AKWEST","DENA-VDM","A391-90-57","N",7/6/2005 11:35:18 AM,"PreBurn","PreBurn","Cover - Species Composition (metric)","Y"
"AKWEST","DENA-VDM","A391-90-57","N",7/6/2005 11:35:18 AM,"PreBurn","PreBurn","Surface Fuels - Alaska Duff/Litter (metric)","Y"
"AKWEST","DENA-VDM","A391-90-57","N",7/6/2005 11:35:18 AM,"PreBurn","PreBurn","Density - Belts (metric)","Y"
"AKWEST","DENA-VDM","A391-90-57","N",7/6/2005 11:35:18 AM,"PreBurn","PreBurn","Density - Quadrats (metric)","Y"
"AKWEST","DENA-VDM","A391-90-57","N",7/6/2005 11:35:18 AM,"PreBurn","PreBurn","Post Burn Severity (metric)","Y"
"AKWEST","DENA-VDM","A391-90-57","N",7/6/2005 11:35:18 AM,"PreBurn","PreBurn","SOILS","Y"
"AKWEST","DENA-VDM","A391-90-57","N",7/6/2005 11:35:18 AM,"PreBurn","PreBurn","Trees - Individuals (metric)","Y"
"AKWEST","DENA-VDM","A391-90-57","N",7/6/2005 11:35:18 AM,"PreBurn","PreBurn","Disturbance History","Y"
