MacroPlot Name,Date,Index,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,MinCovLevel,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
NOAT-UVG-C06,6/30/2012 11:02:48 AM,-2147483633,X,,,30,,,,,,,,,,,,,,LTRH,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,,,,,,,,,,,,0.31,J. Barnes,J. Northway,Height to Live Crown (cm),Height to ladder fuel (cm),Average DBH (cm),,,True,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483648,X,,,0.5,,,,,,,,,,,,,,1HR,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483647,L,,R,5,,,,,,,,,,,,,,SAPU15,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483646,L,,R,2,,,,,,,,,,,,,,LEPAD,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483645,L,,R,5,,,,,,,,,,,,,,VAUL,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483644,L,,R,0.5,,,,,,,,,,,,,,VAVI,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483643,L,,R,5,,,,,,,,,,,,,,RUCH,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483642,L,,R,2,,,,,,,,,,,,,,GELI2,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483641,L,,,5,,,,,,,,,,,,,,CAAQ,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483640,L,,R,45,,,,,,,,,,,,,,ERVA4,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483639,L,,,0.5,,,,,,,,,,,,,,MOSS,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483638,L,,,5,,,,,,,,,,,,,,SPHAG2,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483637,L,,,0.5,,,,,,,,,,,,,,CEPU12,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483636,L,,,2,,,,,,,,,,,,,,POJU70,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483635,X,,,2,,,,,,,,,,,,,,LTRH,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483634,X,,,25,,,,,,,,,,,,,,DM,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483633,X,,,20,,,,,,,,,,,,,,UD,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483632,X,,,5,,,,,,,,,,,,,,LD,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483631,X,,,5,,,,,,,,,,,,,,W,,
NOAT-UVG-C06,6/30/2013 11:16:42 AM,-2147483630,L,,R,5,0.15,,,,,,,,,,,,,BENA,,
LACL-KRI-A03,6/21/2013 10:51:12 AM,,,,,,,,,,,,0.07,J. Northway; B. West,J. Northway,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
LACL-KRI-A03,6/21/2013 10:51:12 AM,-2147483648,L,,,35,3,,,0,6,,,,,,,,,PIMA,,
LACL-KRI-A03,6/21/2013 10:51:12 AM,-2147483647,L,,,20,,,,,,,,,,,,,,SALIX,,
LACL-KRI-A03,6/21/2013 10:51:12 AM,-2147483646,L,,,15,,,,,,,,,,,,,,BENA,,
LACL-KRI-A03,6/21/2013 10:51:12 AM,-2147483645,L,,,20,,,,,,,,,,,,,,LEPA11,,
LACL-KRI-A03,6/21/2013 10:51:12 AM,-2147483644,L,,,5,,,,,,,,,,,,,,VAUL,,
LACL-KRI-A03,6/21/2013 10:51:12 AM,-2147483643,L,,,0.5,,,,,,,,,,,,,,CACA4,,
LACL-KRI-A03,6/21/2013 10:51:12 AM,-2147483642,L,,,75,,,,,,,,,,,,,,FMOSS,,
LACL-KRI-A03,6/21/2013 10:51:12 AM,-2147483641,L,,,25,,,,,,,,,,,,,,CLADI3,,
LACL-KRI-A03,6/21/2013 10:51:12 AM,-2147483640,X,,,2,,,,,,,,,,,,,,LTRNDL,,
LACL-KRI-A03,6/21/2013 10:51:12 AM,-2147483639,X,,,10,,,,,,,,,,,,,,LTRH,,
LACL-KRI-A03,6/21/2013 10:51:12 AM,-2147483638,X,,,1,,,,,,,,,,,,,,1HR,,
LACL-KRI-A03,6/21/2013 10:51:12 AM,-2147483637,X,,,0.5,,,,,,,,,,,,,,10HR,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,,,,,,,,,,,,0.07,J. Northway; B. West,J. Northway,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483648,L,,R,1,,,,,,,,,,,,,,SALIX,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483647,L,,R,1,,,,,,,,,,,,,,BENA,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483646,L,,R,0.5,,,,,,,,,,,,,,LEPA11,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483645,L,,R,0.5,,,,,,,,,,,,,,VAUL,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483644,L,,R,0.5,,,,,,,,,,,,,,CACA4,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483643,L,,,0.5,,,,,,,,,,,,,,CEPU12,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483642,L,,,0.5,,,,,,,,,,,,,,POJU70,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483641,L,,,5,,,,,,,,,,,,,,CLADI3,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483640,X,,,10,,,,,,,,,,,,,,LTRNDL,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483639,X,,,0.5,,,,,,,,,,,,,,LTRH,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483638,X,,,3,,,,,,,,,,,,,,1HR,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483637,X,,,0.5,,,,,,,,,,,,,,10HR,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483636,X,,,3,,,,,,,,,,,,,,DM,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483635,X,,,80,,,,,,,,,,,,,,UD,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483634,X,,,15,,,,,,,,,,,,,,LD,,
LACL-KRI-A03,6/21/2014 10:52:00 AM,-2147483633,X,,,0.5,,,,,,,,,,,,,,MIN,,
LACL-CUR-H05,6/17/2013 3:26:59 PM,,,,,,,,,,,,0.07,J. Northway; E. Groth; L. Ernst,J. Northway,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
LACL-CUR-H05,6/17/2013 3:26:59 PM,-2147483648,L,,,28,5,,,5,6,,,,,,,,,PIMA,,
LACL-CUR-H05,6/17/2013 3:26:59 PM,-2147483647,L,,,2,,,,,,,,,,,,,,SABE2,,
LACL-CUR-H05,6/17/2013 3:26:59 PM,-2147483646,L,,,30,,,,,,,,,,,,,,LEPA11,,
LACL-CUR-H05,6/17/2013 3:26:59 PM,-2147483645,L,,,0.5,,,,,,,,,,,,,,EPAN2,,
LACL-CUR-H05,6/17/2013 3:26:59 PM,-2147483644,L,,,0.5,,,,,,,,,,,,,,GELI2,,
LACL-CUR-H05,6/17/2013 3:26:59 PM,-2147483643,L,,,0.5,,,,,,,,,,,,,,CACA4,,
LACL-CUR-H05,6/17/2013 3:26:59 PM,-2147483642,L,,,2,,,,,,,,,,,,,,SPHAG2,,
LACL-CUR-H05,6/17/2013 3:26:59 PM,-2147483641,X,,,0.5,,,,,,,,,,,,,,LTRNDL,,
LACL-CUR-H05,6/17/2013 3:26:59 PM,-2147483640,X,,,0.5,,,,,,,,,,,,,,LTRH,,
LACL-CUR-H05,6/17/2013 3:26:59 PM,-2147483639,X,,,0.5,,,,,,,,,,,,,,1HR,,
LACL-CUR-H05,6/17/2013 3:26:59 PM,-2147483638,X,,,0.5,,,,,,,,,,,,,,10HR,,
LACL-CUR-H05,6/17/2013 3:26:59 PM,-2147483637,X,,,0.5,,,,,,,,,,,,,,100HR,,
LACL-CUR-H05,6/17/2013 3:26:59 PM,-2147483636,X,,,0.5,,,,,,,,,,,,,,POTEN,,
LACL-CUR-H05,6/17/2013 3:26:59 PM,-2147483635,X,,,90,,,,,,,,,,,,,,FMOSS,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,,,,,,,,,,,,0.07,J. Northway; E. Groth; L. Ernst,J. Northway,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483648,L,,R,0.5,,,,,,,,,,,,,,SABE2,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483647,L,,R,0.5,,,,,,,,,,,,,,LEPA11,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483646,L,,I,0.5,,,,,,,,,,,,,,EPAN2,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483645,L,,R,0.5,,,,,,,,,,,,,,GELI2,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483644,L,,I,0.5,,,,,,,,,,,,,,CACA4,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483643,L,,,2,,,,,,,,,,,,,,SPHAG2,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483642,L,,,0.5,,,,,,,,,,,,,,CEPU12,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483641,L,,,0.5,,,,,,,,,,,,,,MAPO16,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483640,X,,,1,,,,,,,,,,,,,,LTRNDL,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483639,X,,,0.5,,,,,,,,,,,,,,LTRH,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483638,X,,,5,,,,,,,,,,,,,,1HR,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483637,X,,,5,,,,,,,,,,,,,,10HR,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483636,X,,,5,,,,,,,,,,,,,,100HR,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483635,X,,,0.5,,,,,,,,,,,,,,POTEN,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483634,X,,,55,,,,,,,,,,,,,,UD,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483633,X,,,35,,,,,,,,,,,,,,LD,,
LACL-CUR-H05,6/17/2014 3:27:37 PM,-2147483632,X,,,5,,,,,,,,,,,,,,MIN,,
DENA-WIG-10,7/30/2014 11:29:31 AM,,,,,,,,,,,,0.02,J. Barnes; K. Mitchell,J. Northway,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483648,L,,,1,0.5,,,,,,,,,,,,,LALA,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483647,L,,R,1,,,,,,,,,,,,,,SAPO,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483646,L,,R,5,,,,,,,,,,,,,,BEGL,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483645,L,,R,35,,,,,,,,,,,,,,DAFL3,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483644,L,,R,1,,,,,,,,,,,,,,VAUL,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483643,L,,R,1,,,,,,,,,,,,,,ARRU,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483642,L,,R,2,,,,,,,,,,,,,,MYGA,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483641,L,,R,0.5,,,,,,,,,,,,,,RUAR,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483640,L,,R,1,,,,,,,,,,,,,,SENEC,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483639,L,,I,0.5,,,,,,,,,,,,,,EPAN2,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483638,L,,R,10,,,,,,,,,,,,,,CABI5,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483637,L,,R,10,,,,,,,,,,,,,,CAREX,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483636,L,,R,15,,,,,,,,,,,,,,ERVA4,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483635,L,,R,0.5,,,,,,,,,,,,,,POLEM,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483634,L,,R,0.5,,,,,,,,,,,,,,DRYAS,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483633,L,,R,1,,,,,,,,,,,,,,SANGU2,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483632,L,,R,0.5,,,,,,,,,,,,,,CACO10,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483631,L,,,5,,,,,,,,,,,,,,MOSS,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483630,L,,,15,,,,,,,,,,,,,,CEPU12,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483629,L,,,5,,,,,,,,,,,,,,MAPO16,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483628,L,,,3,,Gold,,,,,,,,,,,,MOSS,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483627,L,,,2,,,,,,,,,,,,,,2LW,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483626,X,,,10,,,,,,,,,,,,,,DM,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483625,X,,,20,,,,,,,,,,,,,,UD,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483624,X,,,20,,,,,,,,,,,,,,LD,,
DENA-WIG-10,7/30/2014 11:29:31 AM,-2147483623,X,,,15,,,,,,,,,,,,,,W,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,,,,,,,,,,,,0.02,J Barnes,J O'Connor,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483648,L,,,30,,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483647,L,,,25,,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483646,L,,,1,,,,,,,,,,,,,,POBA2,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483645,L,,,10,,,,,,,,,,,,,,VIED,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483644,L,,,15,,,,,,,,,,,,,,SHCA,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483643,L,,,15,,,,,,,,,,,,,,ROAC,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483642,L,,,15,,,,,,,,,,,,,,VAVI,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483641,L,,,5,,,,,,,,,,,,,,EMNI,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483640,L,,,5,,,,,,,,,,,,,,COCA13,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483639,L,,,30,,,,,,,,,,,,,,LIBO3,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483638,L,,,2,,,,,,,,,,,,,,EPAN2,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483637,L,,,0.5,,,,,,,,,,,,,,GELI2,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483636,L,,,5,,,,,,,,,,,,,,CACA4,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483635,L,,,1,,,,,,,,,,,,,,ASAL7,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483634,L,,,5,,,,,,,,,,,,,,MEPA,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483633,L,,,2,,,,,,,,,,,,,,SENEC,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483632,L,,,1,,,,,,,,,,,,,,FEAL,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483631,L,,,1,,,,,,,,,,,,,,LUAR2,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483630,L,,,0.5,,,,,,,,,,,,,,PYAS,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483629,L,,,20,,,,,,,,,,,,,,HYSP70,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483628,X,,,5,,,,,,,,,,,,,,LTRNDL,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483627,X,,,40,,,,,,,,,,,,,,LTRH,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483626,X,,,1,,,,,,,,,,,,,,1HR,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483625,X,,,0.5,,,,,,,,,,,,,,10HR,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483624,X,,,0.5,,,,,,,,,,,,,,100HR,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483623,X,,,5,,,,,,,,,,,,,,UD,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483622,X,,,2,,,,,,,,,,,,,,MIN,,
DENA-HQ-TX-02,7/28/2023 7:22:29 PM,,,,,,,,,,,,0.02,,,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,,,,,,,,,,,,0.02,J Mitchell; R Wilson; M Llanes; C Campanelli; B McCreary; H Bradshaw,J OConnor,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483648,L,,,35,10,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483647,L,,,12,10,,,,,,,,,,,,,PIMA,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483646,L,,,4.5,0.9,,,,,,,,,,,,,SABE2,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483645,L,,,67,2,,,,,,,,,,,,,BENA,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483644,L,,,4.5,0.9,,,,,,,,,,,,,LEPAD,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483643,L,,,17,0.9,,,,,,,,,,,,,VAUL,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483642,L,,,17,,,,,,,,,,,,,,VAVI,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483641,L,,,4.5,,,,,,,,,,,,,,COCA13,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483640,L,,,17,,,,,,,,,,,,,,EMNI,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483639,L,,,17,,,,,,,,,,,,,,CAREX,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483638,L,,,4.5,,,,,,,,,,,,,,CACA4,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483637,L,,,4.5,,,,,,,,,,,,,,EQSY,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483636,L,,,17,,,,,,,,,,,,,,PEFR5,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483635,L,,,4.5,,,,,,,,,,,,,,MOSS,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483634,L,,,17,,,,,,,,,,,,,,SPHAG2,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483633,L,,,17,,,,,,,,,,,,,,HYSP70,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483632,L,,,17,,,,,,,,,,,,,,PLSC70,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483631,L,,,42,,,,,,,,,,,,,,POJU70,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483630,L,,,4.5,,,,,,,,,,,,,,AULAC2,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483629,L,,,17,,,,,,,,,,,,,,PEAP60,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483628,X,,,1,,,,,,,,,,,,,,1HR,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483627,X,,,2,,,,,,,,,,,,,,10HR,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483626,X,,,1,,,,,,,,,,,,,,100HR,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483625,X,,,30,,,,,,,,,,,,,,LTRH,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483624,X,,,1,,,,,,,,,,,,,,LTRNDL,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,,,,,,,,,,,,0.02,M Neuser; J Barnes; W Gautsch,J OConnor,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483648,L,,,25,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483647,L,,,15,,,,,,,,,,,,,,PIMA,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483646,L,,,5,,,,,,,,,,,,,,SABE2,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483645,L,,,55,,,,,,,,,,,,,,BEGL,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483644,L,,,5,,,,,,,,,,,,,,LEPAD,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483643,L,,,25,,,,,,,,,,,,,,VAUL,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483642,L,,,15,,,,,,,,,,,,,,VAVI,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483641,L,,,5,,,,,,,,,,,,,,EMNI,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483640,L,,,0.5,,,,,,,,,,,,,,EQUIS,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483639,L,,,0.5,,,,,,,,,,,,,,EPAN2,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483638,L,,,5,,,,,,,,,,,,,,CAREX,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483637,L,,,5,,,,,,,,,,,,,,CACA4,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483636,L,,,5,,,,,,,,,,,,,,PEFR5,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483635,L,,,5,,,,,,,,,,,,,,SPHAG2,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483634,L,,,55,,,,,,,,,,,,,,HYSP70,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483633,L,,,45,,,,,,,,,,,,,,PLSC70,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483632,L,,,5,,,,,,,,,,,,,,POJU70,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483631,L,,,5,,,,,,,,,,,,,,PEAP60,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483630,X,,,5,,,,,,,,,,,,,,LTRNDL,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483629,X,,,5,,,,,,,,,,,,,,DUFF,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,,,,,,,,,,,,0.07,J. Northway; E. Groth,J. Northway,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483648,L,,,55,4,,,0,6,,,,,,,,,PIMA,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483647,L,,,2,,,,,,,,,,,,,,BENA,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483646,L,,,10,,,,,,,,,,,,,,LEPA11,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483645,L,,,5,,,,,,,,,,,,,,RUCH,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483644,L,,,0.5,,,,,,,,,,,,,,EQSY,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483643,L,,,0.5,,,,,,,,,,,,,,EPAN2,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483642,L,,,3,,,,,,,,,,,,,,CABI5,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483641,L,,,0.5,,,,,,,,,,,,,,CACA4,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483640,L,,,50,,,,,,,,,,,,,,SPHAG2,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483639,L,,,20,,,,,,,,,,,,,,FMOSS,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483638,L,,,30,,,,,,,,,,,,,,PLSC70,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483637,L,,,2,,,,,,,,,,,,,,AULAC2,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483636,L,,,0.5,,,,,,,,,,,,,,CLADO3,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483635,L,,,0.5,,,,,,,,,,,,,,PEAP60,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483634,X,,,1,,,,,,,,,,,,,,LTRNDL,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483633,X,,,1,,,,,,,,,,,,,,LTRH,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483632,X,,,1,,,,,,,,,,,,,,1HR,,
LACL-CUR-B01,6/19/2013 1:29:06 PM,-2147483631,X,,,0.5,,,,,,,,,,,,,,10HR,,
LACL-CUR-B01,6/19/2014 1:30:34 PM,,,,,,,,,,,,0.07,J. Northway; E. Groth,J. Northway,Height to Live Crown (cm) (Trees Only),Height to Ladder Fuel (cm) (Trees Only),Average DBH (cm) (Trees Only),,,True,
LACL-CUR-B01,6/19/2014 1:30:34 PM,-2147483647,L,,R,0.5,,,,,,,,,,,,,,BENA,,
LACL-CUR-B01,6/19/2014 1:30:34 PM,-2147483646,L,,R,0.5,,,,,,,,,,,,,,LEPA11,,
LACL-CUR-B01,6/19/2014 1:30:34 PM,-2147483645,L,,R,1,,,,,,,,,,,,,,RUCH,,
LACL-CUR-B01,6/19/2014 1:30:34 PM,-2147483644,L,,R,0.5,,,,,,,,,,,,,,SPST3,,
LACL-CUR-B01,6/19/2014 1:30:34 PM,-2147483643,L,,R,2,,,,,,,,,,,,,,EQSY,,
LACL-CUR-B01,6/19/2014 1:30:34 PM,-2147483642,L,,I,0.5,,,,,,,,,,,,,,EPAN2,,
LACL-CUR-B01,6/19/2014 1:30:34 PM,-2147483641,L,,R,0.5,,,,,,,,,,,,,,CABI5,,
